,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,0.93,0.95,0.78,0.61,0.4,0.45,0.38,0.4,0.38,0.35,0.29,0.32,0.26,0.33
e_1,0.79,1.0,0.92,1.02,0.96,0.68,0.58,0.5,0.59,0.44,0.43,0.46,0.35,0.35,0.34,0.33
d_1,1.09,1.07,1.0,0.9,0.85,0.73,0.49,0.41,0.45,0.54,0.45,0.38,0.35,0.33,0.33,0.27
c_1,1.05,0.97,1.11,1.0,1.26,0.74,0.52,0.43,0.31,0.39,0.32,0.37,0.36,0.32,0.31,0.3
b_1,1.29,1.05,1.15,0.81,1.0,1.3,0.67,0.53,0.51,0.52,0.55,0.45,0.41,0.34,0.4,0.39
a_1,1.63,1.49,1.36,1.34,0.78,1.0,0.76,0.68,0.65,0.63,0.7,0.52,0.52,0.57,0.52,0.42
h_1,2.47,1.78,2.03,1.94,1.5,1.26,1.0,1.15,0.88,0.79,0.83,0.73,0.73,0.61,0.72,0.7
g_1,2.3,1.97,2.38,2.3,1.78,1.52,0.86,1.0,0.88,0.82,0.9,1.01,0.71,0.72,0.68,0.64
d_0,2.52,1.73,2.18,3.23,2.06,1.58,1.19,1.15,1.0,0.8,0.94,0.88,0.84,0.85,0.81,0.77
c_0,2.57,2.24,1.88,2.51,1.87,1.48,1.31,1.2,1.31,1.0,1.41,0.96,0.92,1.0,0.79,0.8
b_0,2.65,2.3,2.17,3.1,1.83,1.41,1.21,1.1,1.07,0.72,1.0,0.93,0.88,1.28,0.85,0.75
f_0,2.82,2.04,2.58,2.84,2.34,1.74,1.37,1.0,1.25,1.02,1.07,1.0,1.0,0.89,1.2,0.65
h_0,3.41,2.7,2.84,2.82,2.57,1.97,1.39,1.41,1.26,1.08,1.13,0.96,1.0,0.95,0.84,0.98
a_0,3.1,2.77,3.05,3.16,2.94,1.71,1.55,1.35,1.24,1.03,0.85,1.17,1.13,1.0,1.09,0.95
e_0,3.68,2.93,2.86,3.17,2.6,2.05,1.5,1.43,1.2,1.3,1.17,0.81,1.17,0.95,1.0,0.89
g_0,3.08,2.88,3.73,3.39,2.7,2.32,1.42,1.55,1.31,1.27,1.37,1.51,0.97,1.06,1.09,1.0
