,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.78,1.47,1.02,1.65,1.26,1.08,4.69,10.72,4.49,5.56,6.64,6.09,10.36,8.82,3.28,8.37
f_1,2.4,5.94,1.28,1.11,1.07,1.14,4.46,5.24,4.04,7.01,5.74,3.05,7.79,5.18,5.26,8.29
d_1,1.23,1.85,6.62,0.9,0.9,1.19,5.28,2.74,4.34,11.31,7.93,5.85,8.71,6.16,7.89,9.43
c_1,1.16,1.14,0.96,6.87,2.8,1.07,4.21,5.8,3.84,1.86,5.43,5.85,8.95,5.4,6.33,8.19
b_1,1.05,1.02,1.38,1.4,7.36,2.68,4.33,4.97,5.14,5.32,2.2,7.69,8.89,5.37,6.48,8.7
a_1,1.27,1.32,1.57,1.48,0.92,10.21,5.18,5.37,5.85,5.21,6.53,6.99,11.44,2.58,7.63,9.81
h_1,1.53,2.26,1.78,1.46,1.45,1.26,16.48,6.92,7.14,6.54,7.78,6.32,5.62,6.53,7.26,16.66
d_0,1.27,1.41,0.88,3.29,1.89,1.45,5.06,14.59,5.14,4.86,7.61,7.61,13.24,8.58,8.17,12.9
g_1,1.21,1.37,2.62,1.11,1.54,1.7,5.63,5.09,20.78,7.59,6.33,12.2,10.31,7.69,9.15,6.26
c_0,1.46,1.98,2.09,0.93,0.98,1.55,7.08,8.24,5.8,16.38,14.58,8.68,11.18,10.27,9.47,14.9
b_0,1.62,1.85,1.91,1.52,0.62,1.39,6.56,7.9,5.68,7.81,18.41,7.17,13.12,15.77,10.46,13.62
f_0,1.34,0.83,1.65,1.54,2.0,2.14,6.32,8.65,6.76,7.15,7.73,19.36,12.27,8.27,19.74,11.2
h_0,1.73,2.29,1.64,1.7,1.79,1.59,2.95,7.19,7.28,6.88,6.31,5.71,6.51,6.74,8.74,15.04
a_0,1.6,1.78,1.72,1.6,1.45,0.81,7.05,8.49,4.85,7.08,9.74,8.16,14.61,22.87,9.07,11.84
e_0,0.57,2.02,1.76,1.71,2.12,1.48,5.77,7.82,6.1,8.29,6.82,8.32,15.13,7.59,23.63,15.21
g_0,1.4,1.33,2.79,1.67,1.54,1.59,5.41,5.62,3.86,7.39,8.2,10.44,11.04,9.81,9.02,6.55
