,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.59,1.04,0.92,1.06,0.81,0.28,0.21,0.18,0.31,0.19,0.23,0.14,0.19,0.25,0.15
f_1,0.92,0.42,0.93,0.91,0.79,0.69,0.19,0.2,0.19,0.35,0.2,0.25,0.11,0.18,0.17,0.16
c_1,0.75,0.96,0.41,1.29,0.93,0.81,0.3,0.12,0.24,0.28,0.18,0.19,0.13,0.19,0.18,0.14
d_1,1.12,1.06,1.0,0.4,0.99,0.88,0.23,0.27,0.17,0.17,0.19,0.2,0.12,0.18,0.16,0.08
b_1,1.16,1.21,0.64,1.24,0.37,1.07,0.34,0.22,0.31,0.3,0.32,0.19,0.15,0.2,0.19,0.15
a_1,1.31,1.36,1.18,1.33,0.66,0.33,0.38,0.29,0.26,0.38,0.34,0.25,0.2,0.36,0.21,0.18
h_1,1.79,1.93,1.76,1.67,1.72,1.59,0.28,0.4,0.37,0.53,0.35,0.33,0.3,0.3,0.32,0.25
d_0,1.24,1.77,2.02,2.64,2.2,1.96,0.64,0.31,0.38,0.53,0.42,0.39,0.29,0.35,0.39,0.35
c_0,2.28,2.25,2.67,1.33,2.01,1.67,0.57,0.54,0.3,0.55,0.43,0.4,0.3,0.38,0.37,0.27
g_1,2.17,2.34,1.97,1.96,1.89,1.8,0.41,0.42,0.43,0.25,0.41,0.37,0.25,0.35,0.36,0.35
b_0,1.98,2.08,2.9,1.63,3.02,1.82,0.56,0.43,0.25,0.53,0.29,0.41,0.29,0.36,0.33,0.32
f_0,1.98,2.85,2.35,2.21,2.32,2.22,0.59,0.43,0.45,0.39,0.41,0.28,0.33,0.31,0.37,0.21
h_0,2.38,2.55,2.37,2.57,2.38,2.14,0.93,0.46,0.51,0.67,0.5,0.5,0.4,0.42,0.42,0.32
a_0,2.61,2.86,2.62,2.03,2.92,3.55,0.72,0.48,0.46,0.64,0.32,0.5,0.35,0.27,0.4,0.35
e_0,3.09,3.23,2.58,2.64,2.37,2.34,0.67,0.52,0.54,0.57,0.59,0.3,0.37,0.56,0.28,0.33
g_0,2.93,3.02,2.81,2.44,2.91,2.36,0.65,0.65,0.56,0.84,0.52,0.56,0.31,0.47,0.49,0.4
