,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.4,1.03,1.45,1.74,4.04,16.02,35.03,29.09,34.63,43.08,43.25,74.3,83.15,80.29,129.43
e_1,0.71,1.0,1.06,1.58,1.55,3.67,16.99,31.25,30.25,45.63,43.26,49.57,80.34,77.75,114.06,127.99
d_1,0.97,0.96,1.0,1.37,1.35,3.18,15.61,21.25,37.58,30.08,38.09,39.67,65.83,67.8,91.73,94.87
c_1,0.69,0.64,0.73,1.0,1.89,2.43,12.86,20.14,22.56,16.79,26.79,33.99,59.39,54.02,68.72,104.5
b_1,0.57,0.64,0.74,0.53,1.0,3.01,12.12,18.15,21.1,20.37,24.93,30.04,47.04,46.11,63.6,67.98
a_1,0.25,0.28,0.32,0.41,0.33,1.0,4.87,6.73,7.82,8.71,12.5,12.34,22.91,31.3,32.27,39.22
h_1,0.06,0.06,0.06,0.08,0.09,0.21,1.0,1.85,1.66,1.89,2.34,2.76,5.61,4.4,5.05,8.61
g_1,0.03,0.03,0.05,0.05,0.05,0.14,0.54,1.0,1.23,1.19,1.44,2.04,2.49,2.52,4.21,4.32
c_0,0.03,0.03,0.03,0.04,0.05,0.12,0.6,0.8,1.0,1.27,1.85,1.57,2.6,2.72,3.26,4.14
d_0,0.03,0.02,0.04,0.06,0.05,0.12,0.53,0.88,0.76,1.0,1.09,1.52,2.31,2.4,3.15,3.61
b_0,0.02,0.02,0.03,0.04,0.04,0.08,0.44,0.72,0.54,0.93,1.0,1.16,2.39,2.7,2.92,3.22
f_0,0.02,0.02,0.03,0.03,0.03,0.08,0.38,0.48,0.62,0.63,0.87,1.0,1.76,1.59,2.87,2.12
h_0,0.01,0.01,0.01,0.02,0.02,0.05,0.17,0.4,0.39,0.42,0.42,0.56,1.0,0.83,1.08,1.82
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.23,0.38,0.38,0.44,0.35,0.6,1.21,1.0,1.52,1.51
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.22,0.32,0.31,0.38,0.36,0.91,0.7,1.0,1.21
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.12,0.22,0.26,0.27,0.31,0.47,0.56,0.64,0.83,1.0
