,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.93,0.56,0.61,0.48,0.33,0.37,0.34,0.4,0.33,0.35,0.24,0.3,0.27,0.19,0.26
e_1,0.6,0.96,0.56,0.74,0.54,0.41,0.4,0.37,0.58,0.34,0.39,0.35,0.37,0.29,0.22,0.28
d_1,0.7,0.62,0.96,0.51,0.54,0.39,0.46,0.36,0.34,0.57,0.4,0.35,0.36,0.33,0.26,0.28
c_1,0.68,0.57,0.67,0.95,0.88,0.44,0.42,0.36,0.34,0.32,0.27,0.33,0.33,0.29,0.24,0.25
b_1,0.73,0.66,0.63,0.54,0.95,0.78,0.46,0.36,0.41,0.41,0.32,0.35,0.36,0.26,0.29,0.25
a_1,0.93,0.75,0.76,0.73,0.53,0.94,0.53,0.42,0.51,0.48,0.48,0.4,0.46,0.28,0.32,0.27
h_1,1.25,1.0,0.94,0.79,0.78,0.58,0.81,0.57,0.54,0.55,0.51,0.46,0.47,0.38,0.35,0.49
g_1,1.07,0.9,1.22,0.88,0.89,0.59,0.64,0.79,0.49,0.64,0.65,0.69,0.56,0.47,0.41,0.39
d_0,1.07,0.92,0.82,1.4,0.89,0.61,0.64,0.61,0.74,0.41,0.55,0.5,0.59,0.45,0.4,0.43
c_0,1.16,1.09,0.9,0.86,0.72,0.6,0.7,0.55,0.74,0.76,0.87,0.52,0.58,0.53,0.43,0.47
b_0,1.17,0.95,0.99,1.07,0.87,0.58,0.72,0.53,0.6,0.59,0.75,0.5,0.63,0.76,0.45,0.46
f_0,1.24,0.96,1.07,1.01,0.81,0.75,0.79,0.55,0.65,0.73,0.69,0.76,0.62,0.52,0.72,0.47
h_0,1.44,1.16,1.13,1.13,0.89,0.58,0.66,0.71,0.68,0.67,0.6,0.58,0.53,0.51,0.48,0.58
a_0,1.28,1.11,0.99,1.09,1.05,0.68,0.81,0.6,0.71,0.63,0.58,0.6,0.65,0.69,0.47,0.56
e_0,1.59,1.13,1.21,1.12,0.85,0.76,0.89,0.72,0.74,0.76,0.69,0.55,0.68,0.62,0.66,0.49
g_0,1.1,1.14,1.5,1.2,1.08,0.89,0.73,0.69,0.64,0.79,0.74,0.85,0.66,0.51,0.55,0.5
