,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,6.02,9.33,9.5,9.17,10.09,2.81,3.03,2.91,3.41,2.62,2.39,2.04,1.88,,1.99
f_1,10.21,1.07,8.19,9.56,7.87,7.04,2.49,2.95,2.89,3.43,2.57,,1.7,2.27,2.2,2.08
c_1,10.79,10.66,1.07,11.32,11.26,6.88,3.48,1.6,,3.75,2.37,2.56,2.33,2.69,2.68,1.97
d_1,13.16,9.6,9.54,1.07,9.4,7.39,3.42,,3.02,2.47,2.62,4.01,1.96,3.04,3.15,1.14
b_1,11.8,11.94,6.85,10.2,1.07,14.77,4.32,3.76,4.01,4.35,,3.15,2.03,,3.42,2.41
a_1,14.05,13.26,14.2,17.9,6.6,1.07,5.02,4.67,3.96,5.2,5.23,4.47,3.78,,,3.33
h_1,16.76,18.32,15.35,13.48,13.46,12.35,1.41,4.51,4.2,4.49,4.1,2.99,,3.28,3.78,2.97
d_0,9.34,13.75,16.99,,14.47,10.69,4.84,1.78,3.71,4.62,3.73,4.0,2.92,4.25,3.23,3.44
c_0,13.61,13.83,,9.78,15.92,10.53,5.74,4.56,1.75,5.89,5.88,4.08,3.23,3.19,3.3,3.88
g_1,19.03,18.67,15.69,16.6,15.02,16.8,6.06,5.99,5.4,1.41,4.78,5.96,2.87,5.15,3.22,
b_0,14.09,15.69,23.67,15.61,,17.68,7.24,4.4,2.66,6.88,1.7,3.75,3.56,4.19,4.0,3.37
f_0,16.98,,15.65,14.43,16.22,15.38,7.8,5.35,4.71,3.53,7.56,1.74,4.7,4.3,4.43,3.44
h_0,19.06,17.99,14.5,16.85,16.1,15.63,,4.33,5.09,7.28,4.64,4.91,,4.17,3.97,3.27
a_0,23.2,24.21,21.23,18.37,,,7.33,5.98,8.69,6.45,4.59,5.78,5.15,1.74,4.91,
e_0,,24.45,22.73,20.49,18.59,,7.21,7.72,7.26,8.59,6.81,4.48,5.04,6.31,1.77,4.64
g_0,19.19,21.48,19.92,25.45,16.35,17.71,6.77,6.82,5.25,,5.05,5.14,3.52,,4.94,
