,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,99.23,11.08,17.12,17.65,25.2,90.02,2456.2,2598.44,6190.61,4331.36,6074.8,6430.23,16981.23,21325.04,,42297.09
f_1,17.0,103.04,14.99,20.29,28.56,117.07,2285.42,3477.16,3889.94,3539.03,6161.43,,16355.3,14297.78,19779.46,37600.57
d_1,8.41,12.3,125.36,16.89,21.69,97.61,2285.47,2824.53,,6804.46,6493.8,6932.97,16097.9,13027.98,21168.65,31859.64
c_1,10.6,10.47,12.92,151.1,36.93,84.25,2221.82,2738.93,2744.7,,4786.52,5318.57,15043.29,17754.09,23084.43,30071.87
b_1,9.65,9.74,12.84,13.52,201.83,,1633.47,2174.06,3181.99,3080.55,,6341.58,12752.39,9455.26,13039.79,32646.15
a_1,6.63,5.69,6.27,7.68,,644.71,1710.87,1527.32,1787.41,2050.22,3213.25,4113.31,8657.2,,,17147.24
h_1,4.7,6.02,5.78,7.31,13.34,32.13,3910.93,1486.33,1456.93,1705.97,2535.85,3508.26,,4832.63,8644.03,20424.34
g_1,3.93,4.14,7.13,7.46,9.86,36.75,840.8,4599.71,1155.66,1417.69,3254.93,4273.15,5968.29,,11300.83,
d_0,4.43,4.61,,12.75,11.6,39.1,1348.4,1453.96,4108.74,1263.06,2220.02,3075.01,8642.9,8999.01,7252.42,18022.01
c_0,4.9,4.9,4.43,,9.05,42.67,1128.26,1518.09,1669.09,4364.58,5004.74,3226.11,6434.49,6215.2,9167.98,15950.22
b_0,4.81,4.46,5.35,5.92,,40.96,949.89,837.91,1572.11,1042.13,6255.05,2639.19,6358.21,9983.27,6634.3,17910.95
f_0,2.89,,5.45,7.16,9.0,31.61,709.13,904.84,1173.17,1319.48,2253.87,7475.58,7139.76,5896.39,14915.51,10970.4
h_0,3.68,4.47,5.21,5.31,9.09,39.55,,1090.98,1152.03,1425.07,2047.08,2899.63,,6806.7,7188.15,21500.44
a_0,2.4,3.52,3.86,5.04,6.99,,975.26,,844.28,978.12,1634.44,1791.17,3919.04,14657.59,,
e_0,,3.18,3.71,4.34,6.37,,472.85,594.96,1260.01,910.7,1808.5,1393.29,3815.61,,18310.55,13069.95
g_0,2.35,2.73,5.69,5.03,5.99,31.16,648.49,,800.08,1018.18,1169.64,3398.06,3741.32,,4933.72,
