,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.49,0.81,0.7,0.69,0.66,0.36,0.4,0.42,0.31,0.29,0.39,0.25,0.29,0.42,0.26
f_1,0.72,0.41,0.72,0.59,0.68,0.59,0.27,0.32,0.35,0.28,0.29,0.35,0.2,0.29,0.27,0.33
c_1,0.54,0.66,0.38,0.81,0.75,0.64,0.37,0.2,0.38,0.36,0.29,0.29,0.26,0.26,0.27,0.29
d_1,0.72,0.78,0.66,0.38,0.63,0.57,0.37,0.42,0.25,0.32,0.31,0.29,0.27,0.31,0.29,0.17
b_1,0.7,0.66,0.43,0.75,0.36,0.92,0.37,0.27,0.36,0.4,0.41,0.32,0.28,0.33,0.28,0.23
a_1,0.71,0.77,0.6,0.75,0.38,0.31,0.45,0.34,0.46,0.36,0.36,0.28,0.29,0.38,0.31,0.28
h_1,0.57,0.71,0.67,0.61,0.68,0.53,0.23,0.27,0.35,0.27,0.25,0.29,0.28,0.28,0.26,0.24
d_0,0.41,0.61,0.76,0.8,0.74,0.59,0.36,0.24,0.32,0.32,0.32,0.29,0.29,0.28,0.34,0.29
g_1,0.58,0.67,0.58,0.68,0.61,0.54,0.31,0.31,0.22,0.3,0.3,0.31,0.21,0.3,0.32,0.25
c_0,0.66,0.72,0.81,0.42,0.63,0.52,0.35,0.36,0.3,0.23,0.35,0.28,0.3,0.3,0.3,0.24
b_0,0.66,0.71,0.82,0.53,0.75,0.51,0.37,0.3,0.29,0.18,0.22,0.27,0.23,0.32,0.25,0.26
f_0,0.54,0.89,0.66,0.57,0.63,0.67,0.34,0.28,0.24,0.28,0.26,0.21,0.24,0.27,0.31,0.16
h_0,0.66,0.7,0.66,0.55,0.54,0.59,0.42,0.28,0.34,0.24,0.29,0.27,0.27,0.24,0.25,0.22
a_0,0.67,0.62,0.76,0.53,0.76,0.61,0.3,0.33,0.31,0.24,0.18,0.25,0.25,0.19,0.26,0.24
e_0,0.66,0.79,0.64,0.55,0.7,0.58,0.34,0.25,0.26,0.25,0.28,0.17,0.26,0.23,0.18,0.2
g_0,0.65,0.56,0.63,0.71,0.65,0.59,0.31,0.27,0.44,0.27,0.26,0.33,0.21,0.31,0.28,0.26
