,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,101.48,63.14,85.91,66.96,97.73,241.64,12515.26,28862.35,17238.06,27191.59,36183.75,46007.56,85252.72,143455.83,140586.6,258688.11
f_1,70.93,117.3,62.59,61.44,96.1,285.73,10034.41,16256.26,15595.28,27209.42,30204.75,28068.79,71206.7,111771.17,114135.68,203539.62
c_1,41.22,55.66,122.12,70.81,169.64,237.07,11197.12,14989.84,14724.64,16430.62,25689.7,39198.6,79759.05,135119.0,139507.59,215837.86
d_1,43.49,57.74,47.72,133.24,108.36,268.43,12220.47,12266.42,15029.09,42318.01,32443.72,38152.18,79915.78,139162.61,152545.19,202407.24
b_1,40.87,46.78,42.68,54.36,192.23,412.03,8612.52,13549.57,12219.33,22847.51,16959.41,30865.92,69843.53,107258.04,137827.37,165089.29
a_1,33.84,35.76,36.69,40.38,50.05,440.82,7033.99,8868.1,9846.16,18345.86,21311.57,23495.71,59374.19,64241.13,89382.13,155848.35
h_1,10.75,18.29,12.9,17.03,21.82,59.52,4521.6,3711.32,4871.74,6464.91,6948.07,9825.97,13885.38,32289.63,31291.46,68450.27
d_0,9.0,13.02,20.78,10.45,23.55,60.56,2790.64,4931.79,3059.21,4750.07,6888.85,8162.18,16757.37,29106.51,37132.56,49371.89
g_1,9.14,11.97,12.93,19.13,19.72,57.92,2290.32,3364.77,5889.17,6161.28,7271.87,12332.1,16383.49,24480.55,38612.26,44231.88
c_0,8.77,11.93,10.27,12.11,16.75,50.41,2391.92,3401.4,3083.15,7293.83,10354.31,6968.52,16782.78,26524.2,36819.96,43840.87
b_0,8.8,10.38,13.12,12.99,11.19,42.65,2269.13,3360.4,2810.09,4038.45,8236.62,7149.37,14970.81,43745.35,36264.67,44868.75
f_0,6.32,8.36,10.7,11.58,19.36,49.85,2052.01,3041.31,2377.13,4719.89,6094.46,9589.75,13917.08,20962.58,48995.84,42153.57
h_0,6.72,11.11,8.02,9.93,12.72,33.34,1412.44,2225.66,2676.0,3705.13,4435.14,5799.59,9326.76,18436.58,20422.47,39234.85
a_0,5.31,7.6,7.04,8.1,10.76,27.31,1300.35,2298.33,1597.83,3786.2,3106.58,4528.73,9353.0,24277.37,17247.14,22748.17
e_0,3.38,8.03,6.91,7.52,10.67,37.28,1492.95,1543.76,1538.63,2572.27,2963.22,3502.49,8938.89,13537.01,27289.57,28728.37
g_0,4.39,5.17,5.29,10.17,10.74,25.01,993.4,1351.73,1159.98,2581.0,3276.95,5171.53,7152.52,14331.72,16950.81,20026.74
