,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.3,0.98,0.98,0.98,0.81,0.82,1.0,0.88,0.93,0.92,0.87,0.83,0.94,0.81,1.02
e_1,0.77,1.0,1.01,1.03,1.11,0.99,1.21,1.09,1.47,1.12,1.05,1.24,1.12,1.01,1.1,1.14
d_1,1.03,0.99,1.0,0.96,1.0,1.02,0.95,0.83,1.02,1.23,1.01,0.94,0.98,0.97,1.08,0.84
c_1,1.01,0.97,1.03,1.0,1.39,0.82,1.0,0.96,0.66,0.78,0.76,0.92,0.95,0.95,0.91,0.93
b_1,1.04,0.9,1.01,0.72,1.0,1.73,1.21,1.04,1.08,1.06,1.2,1.1,1.03,0.92,0.98,1.09
a_1,1.25,1.02,0.98,1.23,0.58,1.0,1.1,1.05,1.03,1.07,1.25,0.97,1.1,1.15,1.1,0.97
h_1,1.23,0.86,1.02,0.96,0.86,0.85,1.0,1.29,1.06,0.91,1.02,0.93,1.09,0.9,1.06,1.26
g_1,1.02,0.91,1.16,1.08,0.97,0.93,0.76,1.0,0.88,0.86,0.99,1.26,0.93,0.97,0.94,0.97
d_0,1.08,0.7,0.92,1.5,1.01,0.94,0.96,1.17,1.0,0.86,1.01,0.89,1.02,1.05,1.12,1.1
c_0,1.04,0.88,0.8,1.17,0.93,0.87,1.11,1.19,1.19,1.0,1.56,1.05,1.22,1.24,0.94,1.17
b_0,1.07,0.96,1.0,1.3,0.83,0.79,1.01,1.01,0.97,0.67,1.0,0.96,1.03,1.53,1.01,1.07
f_0,1.18,0.79,1.03,1.13,0.92,0.96,1.05,0.82,1.21,0.95,1.0,1.0,1.12,1.03,1.38,0.82
h_0,1.2,0.92,1.02,1.01,1.0,0.9,0.91,1.1,1.03,0.8,0.94,0.87,1.0,0.96,0.84,1.15
a_0,1.06,0.98,1.02,1.09,1.2,0.86,1.08,1.08,1.01,0.87,0.7,1.05,1.07,1.0,1.14,1.05
e_0,1.28,0.96,0.9,1.15,1.02,0.86,0.96,1.01,0.93,1.08,1.01,0.7,1.21,0.96,1.0,0.97
g_0,0.97,0.86,1.2,1.05,0.93,1.06,0.77,1.0,0.92,0.85,0.97,1.19,0.82,0.93,1.02,1.0
