,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,117.1,77.09,111.59,80.92,157.88,338.02,11232.99,34093.79,24494.8,23333.32,42417.11,51265.15,136230.95,168925.36,156020.51,208154.01
f_1,107.51,129.12,81.84,89.23,123.98,313.84,9477.19,20948.27,21786.9,22116.11,37864.34,31393.64,120776.41,155556.69,106361.93,201885.86
c_1,62.41,83.87,131.45,87.89,234.76,332.97,9340.31,18271.4,17235.67,19304.8,25900.4,43520.55,129781.68,142924.35,141251.05,196158.35
d_1,76.9,86.42,77.01,133.21,153.1,307.48,9873.64,17875.64,31975.75,19479.61,45253.46,44854.07,137426.07,136448.61,156464.11,170733.32
b_1,61.45,81.85,59.05,76.26,202.05,466.22,9245.35,16956.37,22182.97,17857.73,28629.69,35633.19,112112.53,95582.23,120479.67,166144.52
a_1,49.24,58.44,58.44,58.99,69.78,399.05,7396.84,14870.27,13603.09,14577.96,26193.51,31496.13,97323.76,77913.05,111042.89,123697.87
h_1,19.01,26.35,23.6,23.07,35.89,73.64,3506.11,5195.88,5291.46,6730.56,9437.52,10867.81,31605.06,38321.05,40766.36,59914.59
d_0,13.53,16.52,26.43,15.75,33.61,66.06,2112.5,5503.67,3717.03,4299.22,7818.9,9229.86,30393.53,30542.23,32922.76,44253.9
c_0,15.7,19.45,18.05,17.55,23.77,69.35,2305.94,4968.64,5613.52,4250.4,12368.18,8542.27,30871.86,39077.05,35398.42,42187.09
g_1,14.54,15.2,17.9,24.61,27.81,64.22,1852.24,4096.11,4633.36,6146.08,7926.03,11952.85,26180.38,28523.78,32080.24,34960.79
b_0,12.25,15.1,19.05,15.11,23.71,45.71,1873.48,3803.88,3332.5,3773.75,8619.06,7162.86,25203.91,42063.92,25522.48,35380.34
f_0,10.61,14.34,16.51,14.56,27.65,54.37,1834.9,3710.39,3802.68,3233.79,6767.81,9642.79,25276.55,25765.91,42564.74,29657.23
h_0,8.85,13.02,11.19,11.18,18.26,35.69,1109.06,2425.02,2513.59,2875.71,4670.46,5130.85,15661.08,18830.67,17974.52,28380.19
a_0,8.09,10.79,9.72,10.8,18.31,33.64,1259.64,2339.37,2342.67,2566.45,3926.65,5030.69,17557.32,23190.71,16445.46,22019.03
e_0,7.35,11.38,9.57,9.79,16.39,37.79,1252.49,2231.81,2374.54,2425.92,4622.25,4241.08,15644.73,20062.58,23363.62,22557.41
g_0,7.2,8.96,8.92,12.01,16.34,33.45,1078.96,2002.51,2425.87,2486.76,4235.65,6357.86,13342.37,17862.09,19339.0,20340.41
