,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.14,9.42,10.4,9.74,8.85,9.81,2.05,2.14,3.81,2.2,1.96,11.5,1.09,2.16,2.89,1.67
e_1,5.96,1.14,10.56,12.43,12.07,13.76,3.48,2.68,3.74,2.65,2.21,2.38,1.6,2.48,19.72,1.86
c_1,14.1,12.29,1.14,13.56,12.97,11.79,3.26,1.34,3.02,6.2,2.26,2.29,1.93,2.24,1.95,1.55
d_1,15.4,14.71,12.44,1.13,12.23,12.54,3.28,7.86,2.36,2.14,2.63,2.67,1.85,2.63,1.78,1.24
b_1,13.37,17.59,7.98,15.65,1.15,13.21,5.07,3.35,3.85,3.32,11.69,2.45,2.24,3.04,2.61,2.22
a_1,21.04,21.62,20.6,20.97,10.65,1.15,7.1,4.75,7.61,5.08,5.07,5.19,2.78,34.17,4.13,2.59
h_1,27.5,23.46,31.69,26.44,24.25,24.76,1.92,5.95,8.43,4.84,4.98,4.88,8.98,5.62,5.3,4.02
d_0,42.31,15.47,40.2,69.91,45.72,33.58,10.78,2.73,11.92,6.39,6.66,6.62,5.94,6.51,6.34,5.61
g_1,43.75,34.51,47.09,29.96,41.01,34.16,7.89,7.42,1.94,7.47,9.24,6.53,3.98,8.04,6.12,10.36
c_0,35.32,28.04,122.07,20.17,52.62,36.69,8.87,7.42,12.39,2.62,7.96,8.47,6.7,6.31,6.02,6.11
b_0,36.32,37.39,41.72,29.96,199.21,42.15,9.91,7.33,9.16,3.63,2.62,6.62,4.35,9.53,8.26,6.22
f_0,226.47,39.01,46.42,58.26,36.22,31.95,14.2,9.17,6.65,12.16,9.1,2.67,6.21,9.32,9.1,4.17
h_0,55.8,58.84,55.86,43.1,51.65,58.26,35.5,9.85,14.7,9.39,9.1,8.47,22.21,8.91,8.07,8.14
a_0,58.33,56.08,58.86,48.4,63.39,,15.78,11.19,10.9,9.84,5.16,7.32,7.81,2.66,9.86,9.24
e_0,85.56,,70.13,71.5,84.52,46.07,15.49,10.15,15.41,10.16,10.42,4.47,8.12,10.79,2.86,6.22
g_0,59.23,64.09,71.65,52.43,52.62,94.33,20.29,16.92,39.5,15.5,13.02,14.21,7.03,13.23,19.72,28.5
