,e_1,d_1,f_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,12919.49,2503.09,3273.65,5327.87,5876.98,24928.95,3535546.47,3773108.48,19395611.45,10364860.18,14569241.46,24737338.33,117728050.43,99291732.37,73104612.71,318591056.42
d_1,2745.84,15377.1,3497.59,3502.61,5446.42,23266.63,4226225.72,4690068.73,4376570.66,19405283.89,15939143.56,25489413.47,101283298.53,109686334.65,155397711.63,335632081.21
f_1,4554.73,2789.01,15292.58,4753.72,5400.08,21999.83,2912374.84,3889352.4,8286030.48,9889690.6,13070003.16,11989270.42,124386668.79,108469301.51,136538956.34,328371664.42
c_1,2740.42,3117.82,3664.36,22745.35,10321.99,17106.84,3286764.18,4450364.85,9450288.8,3308936.41,8893960.4,16680468.7,119291220.2,105481240.91,147313222.97,261026018.07
b_1,2548.96,3291.81,3158.26,4154.23,31721.28,52808.76,4133320.14,4603343.7,9470344.59,9066161.6,4234947.31,18331735.98,106913587.61,65408679.14,128983684.06,275475549.54
a_1,2790.48,3888.74,2792.79,4343.51,5051.34,203049.59,3601369.17,5270449.69,9282969.06,10243194.52,15730258.86,31880216.8,135186900.51,37541491.7,150625392.97,392319465.56
h_1,3194.74,3525.01,5759.15,5240.73,5440.7,34847.11,13069484.91,7117556.44,11894843.86,11883895.85,16947545.54,26466792.07,91468285.09,112668246.75,172805063.9,472526078.66
g_1,2506.94,5979.49,3821.34,5346.27,6569.45,23333.42,4859027.47,16988727.92,8950825.3,15552428.13,15949596.4,42415971.22,137349202.78,95799358.48,204557430.41,224762127.41
d_0,2965.85,2357.38,4098.13,11230.03,6258.15,24870.22,4493672.7,5661266.93,24123747.47,9888435.88,16918096.61,30279270.46,158847312.92,109199863.98,211973744.17,345484606.64
c_0,3397.4,4511.0,3993.03,3277.37,5811.35,33706.35,5046229.86,6418362.51,10437935.93,24645074.06,33784784.22,31443182.92,157499235.53,122212302.86,225089884.03,359268659.1
b_0,2918.9,4505.16,4309.25,6035.97,3750.21,29434.42,4771958.67,6106535.12,11005348.61,12011461.75,37314574.3,34241146.73,144222214.76,242939023.23,198159724.89,360096062.67
f_0,2904.24,4793.6,2315.73,6273.96,5793.22,35711.09,5359180.32,5917026.24,12663803.47,11183594.85,16471350.08,67921738.2,187065346.93,117599853.51,455109440.48,406101179.8
h_0,2648.36,4680.51,5831.06,6101.85,7260.56,23733.18,2860439.11,7153055.47,12026619.28,10748850.44,16503125.61,25780371.53,91924486.01,123523836.16,209189716.61,539935257.92
a_0,3044.89,3692.99,4117.51,6855.02,7244.58,17394.16,5746370.71,6943707.24,11410704.81,10828317.25,22142486.27,38161421.13,170656105.97,331832144.8,233116345.01,417915705.69
e_0,1425.43,5309.64,4791.81,6457.62,5904.39,20737.13,5869090.11,5046739.4,13060956.14,13456714.06,18826831.06,31683877.31,208033235.81,148033475.55,588395130.8,436020076.69
g_0,2872.5,5867.66,4026.72,6069.94,6181.5,31048.18,4398487.51,2692407.2,10732680.2,12392462.25,18643842.18,49646307.43,156525345.6,143142242.08,181460326.22,240921921.36
