,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.09,1.76,1.43,1.56,1.2,0.59,0.55,0.44,0.61,0.44,0.51,0.36,0.4,0.46,0.36
f_1,1.73,1.04,1.52,1.46,1.25,1.07,0.44,0.49,0.44,0.63,0.47,0.48,0.29,0.38,0.35,0.36
c_1,1.31,1.63,1.04,1.95,1.71,1.28,0.65,0.33,0.51,0.57,0.39,0.44,0.35,0.41,0.4,0.35
d_1,1.84,1.77,1.56,1.04,1.52,1.37,0.54,0.58,0.48,0.41,0.51,0.46,0.33,0.42,0.37,0.25
b_1,1.97,2.18,1.29,2.07,1.05,2.0,0.77,0.55,0.72,0.67,0.66,0.48,0.42,0.45,0.47,0.4
a_1,2.5,2.68,2.31,2.42,1.36,1.06,0.95,0.78,0.72,0.88,0.85,0.64,0.59,0.73,0.52,0.51
h_1,4.51,5.14,4.34,4.37,4.01,3.61,1.24,1.4,1.31,1.8,1.27,1.17,1.05,1.03,1.1,0.99
d_0,3.58,4.76,5.83,5.83,5.41,4.43,2.09,1.36,1.37,1.72,1.53,1.39,1.18,1.23,1.33,1.24
c_0,6.01,5.91,6.38,4.05,4.69,4.16,1.97,1.98,1.35,1.8,1.83,1.46,1.22,1.38,1.33,1.1
g_1,5.49,5.67,5.21,5.72,4.82,4.34,1.53,1.6,1.65,1.25,1.57,1.57,1.08,1.27,1.33,1.27
b_0,5.58,5.57,7.42,4.69,6.52,4.27,2.03,1.72,1.12,1.85,1.34,1.59,1.25,1.5,1.21,1.3
f_0,5.53,7.3,6.5,6.13,6.33,5.66,2.3,1.82,1.8,1.57,1.66,1.38,1.46,1.27,1.64,0.99
h_0,7.23,8.06,7.12,7.7,6.74,5.71,3.3,2.05,2.18,2.63,2.1,2.0,1.76,1.72,1.71,1.52
a_0,7.87,8.41,7.95,6.58,8.15,7.99,2.89,2.27,2.11,2.64,1.56,2.23,1.68,1.47,1.66,1.61
e_0,8.76,9.69,8.05,8.34,7.13,6.59,2.83,2.37,2.37,2.48,2.58,1.49,1.83,2.31,1.51,1.52
g_0,8.75,8.88,8.59,8.59,8.59,6.78,2.84,2.7,2.52,3.05,2.32,2.64,1.64,2.03,2.16,1.85
