,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,1.0,0.9,1.26,0.99,0.66,1.2,1.09,1.75,1.11,1.2,1.1,1.28,1.17,0.84,1.23
f_1,1.42,1.53,0.97,0.99,0.86,0.74,1.08,1.05,1.21,1.14,1.09,0.88,1.17,0.93,0.78,1.17
d_1,1.07,1.1,1.57,0.85,0.87,0.87,1.09,1.18,1.01,1.83,1.42,1.15,1.29,1.05,1.17,1.07
c_1,0.9,1.08,1.07,1.59,1.57,0.84,1.1,1.08,1.01,0.83,0.81,1.14,1.33,0.95,0.99,1.12
b_1,1.03,1.19,1.14,0.83,1.63,1.51,1.14,1.02,1.15,1.3,1.04,1.11,1.35,0.93,0.98,1.15
a_1,1.25,1.27,1.14,1.05,0.78,1.81,1.35,1.29,1.37,1.41,1.46,1.28,1.57,1.03,1.27,1.22
h_1,1.23,1.58,1.41,1.2,1.18,0.9,1.89,1.53,1.28,1.45,1.41,1.39,1.36,1.1,1.13,1.76
g_1,1.19,1.27,1.59,1.27,1.18,0.94,1.35,1.92,1.42,1.57,1.63,1.82,1.45,1.29,1.46,1.53
d_0,1.16,1.3,1.13,1.91,1.38,0.87,1.55,1.44,1.81,0.94,1.17,1.44,1.65,1.33,1.29,1.55
c_0,1.42,1.43,1.22,1.32,1.0,0.9,1.44,1.53,1.82,1.84,2.3,1.55,1.69,1.72,1.32,1.54
b_0,1.36,1.48,1.29,1.55,1.14,0.82,1.58,1.57,1.73,1.3,1.86,1.41,1.81,2.15,1.27,1.63
f_0,1.2,1.26,1.42,1.44,1.38,1.01,1.39,1.38,1.58,1.47,1.56,1.95,2.01,1.37,2.25,1.49
h_0,1.3,1.66,1.45,1.39,1.26,0.93,1.38,1.79,1.52,1.59,1.42,1.42,1.58,1.45,1.26,1.98
a_0,1.34,1.65,1.37,1.52,1.24,0.81,1.78,1.58,1.53,1.44,1.36,1.41,1.78,1.96,1.32,1.5
e_0,1.23,1.39,1.44,1.52,1.41,1.09,1.62,1.52,1.71,1.7,1.66,1.44,1.94,1.37,1.99,1.64
g_0,1.29,1.26,1.94,1.4,1.33,1.02,1.42,1.42,1.4,1.7,1.47,2.04,1.68,1.36,1.8,1.51
