,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.07,1.91,3.5,3.5,3.23,2.78,1.35,1.37,1.36,1.09,1.18,1.02,0.77,0.88,1.51,0.81
f_1,4.04,1.07,3.07,3.07,3.02,2.36,1.01,1.07,1.03,0.77,1.84,0.8,0.59,0.79,0.66,0.8
d_1,3.95,3.85,1.07,3.81,3.7,3.41,1.25,0.83,2.12,1.42,0.89,1.01,0.8,0.76,0.92,0.5
c_1,3.42,3.77,3.85,1.07,4.03,3.33,1.63,1.39,0.75,2.14,0.98,1.06,0.86,1.4,0.87,0.74
b_1,3.85,4.66,4.02,2.35,1.07,4.53,1.38,1.93,1.04,1.56,1.25,2.09,0.85,1.03,1.02,0.83
a_1,5.72,6.76,4.51,5.82,2.99,1.07,1.96,1.93,1.83,1.35,1.74,1.87,1.65,4.08,1.18,1.34
h_1,6.53,7.73,6.8,6.32,6.52,7.2,1.38,3.14,2.0,1.78,2.0,1.74,2.17,1.59,1.71,1.53
g_1,7.9,9.45,9.27,9.17,6.85,7.29,2.36,1.38,2.42,2.09,2.39,2.53,1.59,2.22,1.78,2.82
d_0,4.77,9.13,14.44,11.25,8.13,7.64,3.8,3.93,1.57,2.03,2.61,2.71,1.97,2.51,2.24,2.12
c_0,10.1,11.87,4.75,23.0,8.54,8.09,3.77,4.01,4.06,1.63,2.89,4.09,2.68,2.71,2.69,2.22
f_0,9.04,16.21,10.54,10.8,7.97,8.53,3.78,2.24,2.75,2.73,1.6,2.72,2.31,1.98,3.67,1.44
b_0,9.31,11.32,8.73,11.24,19.03,7.11,4.13,3.39,2.83,1.39,2.94,1.64,1.96,3.63,2.48,2.11
h_0,11.51,13.34,12.36,11.82,11.97,7.27,8.39,4.45,4.0,3.5,2.58,3.25,4.27,2.25,2.88,2.65
a_0,11.47,13.47,14.42,13.54,14.17,,5.96,4.92,4.16,3.77,4.21,2.15,3.4,1.68,5.38,3.37
e_0,20.25,23.69,12.57,12.74,12.61,10.71,6.01,6.12,3.64,3.32,1.7,3.26,2.37,2.45,1.68,2.63
g_0,13.87,15.16,17.19,14.47,14.83,11.32,5.2,8.87,4.89,3.69,4.31,3.07,2.74,3.06,3.28,4.09
