,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.33,1.15,0.7,0.8,0.77,0.6,1.27,1.73,1.53,1.61,1.77,0.69,1.89,1.79,1.63,1.84
e_1,0.73,2.41,0.69,0.73,0.82,0.85,1.53,2.67,1.52,1.27,2.09,1.74,2.53,1.55,1.08,2.43
d_1,0.84,0.84,2.59,0.64,0.85,0.6,1.34,0.87,2.82,1.18,1.66,2.0,2.2,1.96,1.64,2.04
c_1,0.76,0.76,0.87,2.59,1.19,0.71,1.23,1.32,0.59,1.54,1.43,1.68,1.98,1.82,1.89,2.03
b_1,0.71,0.77,0.62,0.71,2.67,1.27,1.84,1.87,1.6,1.44,1.04,1.88,2.26,1.2,1.5,2.39
a_1,0.82,0.77,1.01,0.81,0.56,3.27,1.48,1.74,1.55,1.72,1.45,1.95,2.08,,2.11,1.78
h_1,1.34,0.79,0.99,1.17,0.82,1.07,3.92,1.79,2.21,2.38,1.85,1.97,1.55,2.61,2.17,3.35
d_0,1.09,0.79,0.63,1.77,0.98,0.97,2.45,3.66,2.14,2.06,2.29,2.15,2.93,2.33,2.21,2.55
c_0,1.21,1.09,0.81,0.85,0.85,1.12,2.05,2.02,3.79,2.09,3.9,2.51,2.8,2.72,2.59,2.79
g_1,0.86,0.99,1.67,1.02,0.87,0.78,1.56,1.97,1.93,4.44,2.19,3.19,2.36,1.75,2.1,1.3
b_0,1.19,0.83,1.29,1.31,0.39,1.03,2.34,2.38,2.04,1.95,3.89,1.88,2.72,3.73,2.28,2.24
f_0,0.77,0.78,1.17,1.1,1.02,0.94,2.6,2.37,2.8,1.99,2.38,4.37,2.74,2.53,4.49,2.94
h_0,1.44,0.82,1.08,0.99,0.94,1.15,0.91,2.06,2.01,2.39,2.23,2.24,1.43,1.67,2.39,3.12
a_0,1.11,1.03,1.09,1.22,1.03,,2.26,2.34,2.57,2.24,2.24,1.98,3.18,4.65,2.08,2.02
e_0,1.1,0.61,1.18,1.1,1.13,1.09,2.82,2.53,2.42,1.98,2.57,1.55,2.48,2.35,4.93,3.47
g_0,1.03,0.67,1.47,1.02,0.76,1.24,2.0,1.81,2.41,,3.0,3.09,2.51,2.35,2.38,2.05
