,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.7,1.23,1.37,1.05,1.07,0.96,1.08,1.01,1.26,0.94,0.93,1.06,0.82,,0.8
f_1,1.42,1.0,0.9,1.02,1.22,1.03,0.86,1.29,0.88,1.04,0.98,,0.77,0.77,1.18,0.93
d_1,0.81,1.11,1.0,0.94,1.02,1.18,1.14,0.72,1.11,,0.86,1.07,1.26,1.04,0.87,1.02
c_1,0.73,0.98,1.06,1.0,1.41,0.97,1.06,1.24,,0.77,1.1,0.89,1.01,0.97,1.15,0.96
b_1,0.95,0.82,0.98,0.71,1.0,1.39,1.0,0.95,1.61,1.26,,0.94,1.07,1.04,0.95,0.83
a_1,0.93,0.97,0.85,1.03,0.72,1.0,1.12,0.9,1.1,1.21,1.17,0.86,1.27,,1.07,0.96
h_1,1.04,1.16,0.88,0.94,1.0,0.89,1.0,1.17,1.08,0.84,0.77,1.06,,1.0,,1.3
g_1,0.93,0.77,1.38,0.8,1.05,1.11,0.85,1.0,0.96,1.0,0.88,1.75,0.77,0.85,1.07,
c_0,0.99,1.14,0.9,,0.62,0.91,0.92,1.04,1.0,1.1,1.47,1.0,1.21,1.0,0.91,0.88
d_0,0.8,0.96,,1.29,0.79,0.83,1.2,1.0,0.91,1.0,0.94,1.11,1.4,0.91,0.82,1.12
b_0,1.07,1.02,1.17,0.91,,0.85,1.3,1.13,0.68,1.07,1.0,0.95,0.85,1.53,1.08,0.82
f_0,1.07,,0.94,1.12,1.07,1.16,0.94,0.57,1.0,0.9,1.06,1.0,1.16,1.03,1.58,0.93
h_0,0.94,1.3,0.79,0.99,0.94,0.79,,1.3,0.83,0.71,1.18,0.86,,1.15,1.1,1.22
a_0,1.22,1.3,0.96,1.03,0.97,,1.0,1.18,1.0,1.1,0.65,0.97,0.87,1.0,,1.17
e_0,,0.85,1.15,0.87,1.05,0.93,,0.94,1.1,1.22,0.93,0.63,0.91,,1.0,1.18
g_0,1.26,1.07,0.98,1.04,1.2,1.04,0.77,,1.13,0.89,1.22,1.07,0.82,0.85,0.85,
