,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,100.59,66.04,78.15,122.14,148.82,378.52,12530.25,34055.07,20496.34,24202.08,33756.99,39506.46,116079.51,137660.86,202511.19,141197.96
f_1,83.53,114.91,71.59,102.53,132.16,281.89,10456.5,21317.71,19978.05,22426.01,32956.97,23854.68,100249.62,134225.63,168051.62,118556.71
d_1,54.74,72.17,126.03,82.45,126.72,316.9,11456.94,15457.59,21133.9,37206.69,32316.59,33146.38,101783.4,163453.53,160162.41,146504.35
c_1,43.15,59.99,62.94,155.17,210.79,329.1,10452.29,16581.81,17646.68,15379.2,22189.97,29392.03,87294.06,127475.22,148971.48,128715.59
b_1,43.17,53.13,60.5,67.36,213.61,467.22,9442.92,15702.94,14785.07,19856.77,19706.49,27462.31,73329.28,89529.03,128789.43,135951.97
a_1,34.96,47.01,43.52,59.28,71.64,450.6,6585.65,13325.15,12411.68,12462.98,16820.28,20092.03,68635.11,68834.22,105715.22,83144.52
h_1,13.11,19.92,19.55,20.48,29.85,84.75,3921.83,4997.35,5720.0,5239.88,7469.85,8185.36,21335.38,32741.48,56013.14,36054.63
d_0,9.34,14.24,12.11,32.25,34.1,59.5,2256.48,5366.02,3808.4,3267.03,5992.93,6476.34,21280.65,30644.59,36642.68,31865.42
g_1,10.02,13.02,19.89,19.87,26.91,58.57,1981.89,3785.5,6403.94,4997.47,6351.32,8830.69,18911.81,30325.47,28783.04,32378.14
c_0,10.72,15.04,13.48,18.22,20.95,74.39,2641.48,4192.45,4152.36,6199.85,9728.2,7398.51,23043.87,34080.76,40447.84,34450.97
b_0,9.75,12.93,14.1,18.96,18.96,59.13,2140.97,3984.74,3770.08,3689.04,7497.79,6439.78,20506.5,44082.89,34636.53,29052.18
f_0,8.17,11.98,13.69,18.18,26.17,60.24,2130.85,3879.17,3464.62,3784.49,5918.78,8224.2,17901.65,26074.1,31821.08,44827.03
h_0,7.3,11.03,9.8,13.13,16.93,37.63,1216.11,2572.11,3158.64,2733.33,3939.38,4486.2,11288.35,17117.05,25821.86,19338.68
a_0,6.48,8.82,8.18,11.55,15.56,24.68,1352.92,2133.81,2298.69,2468.1,3137.65,4043.86,14426.68,23307.46,19999.31,16090.61
g_0,5.45,6.6,10.93,10.94,16.48,35.78,1050.5,2140.3,1987.23,2198.48,3120.35,4809.75,10300.28,15326.07,18913.2,21800.0
e_0,4.55,8.37,8.18,12.79,15.39,41.96,1187.32,2036.79,2204.06,2228.36,3161.09,3066.6,11595.9,16563.29,16039.66,24991.53
