,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.65,1.01,0.84,0.96,1.0,0.77,0.34,0.36,0.33,0.42,0.31,0.37,0.23,0.31,0.27,0.3
e_1,0.69,0.65,0.95,1.04,1.03,0.9,0.45,0.43,0.34,0.42,0.34,0.38,0.29,0.34,0.44,0.3
d_1,1.08,1.11,0.63,1.0,0.9,0.82,0.39,0.42,0.4,0.27,0.35,0.32,0.26,0.29,0.32,0.2
c_1,1.0,0.82,1.1,0.63,1.11,0.9,0.44,0.24,0.45,0.43,0.33,0.35,0.29,0.3,0.33,0.28
b_1,1.01,1.02,1.13,0.69,0.63,1.11,0.51,0.36,0.44,0.47,0.5,0.34,0.3,0.32,0.31,0.31
a_1,1.44,1.26,1.18,1.12,0.71,0.58,0.61,0.53,0.45,0.58,0.57,0.46,0.37,0.56,0.4,0.37
h_1,1.88,1.52,1.71,1.58,1.37,1.32,0.53,0.59,0.56,0.72,0.58,0.52,0.49,0.52,0.54,0.46
d_0,1.54,1.22,2.19,2.14,1.71,1.4,0.79,0.55,0.62,0.77,0.62,0.68,0.5,0.53,0.67,0.51
c_0,1.82,1.98,1.2,1.95,1.64,1.44,0.77,1.0,0.54,0.74,0.77,0.58,0.49,0.57,0.53,0.46
g_1,1.93,1.75,2.02,1.75,1.67,1.48,0.64,0.65,0.65,0.51,0.59,0.68,0.47,0.56,0.65,0.48
b_0,1.99,1.85,1.55,2.5,1.93,1.37,0.83,0.78,0.45,0.83,0.51,0.59,0.51,0.64,0.58,0.53
f_0,2.52,1.84,1.79,2.01,2.0,1.49,0.87,0.77,0.73,0.62,0.66,0.51,0.54,0.55,0.67,0.37
h_0,2.17,2.06,1.85,2.29,1.91,1.58,1.06,0.87,0.72,0.87,0.76,0.72,0.69,0.64,0.57,0.58
a_0,2.01,1.93,2.07,2.43,2.53,2.15,1.0,0.88,0.73,0.89,0.51,0.78,0.66,0.5,0.69,0.58
e_0,3.2,2.2,1.84,2.07,2.33,1.8,0.93,0.85,0.74,0.72,0.77,0.48,0.67,0.8,0.5,0.57
g_0,2.34,2.18,2.31,2.29,2.12,1.76,0.82,0.89,0.81,1.04,0.77,0.86,0.55,0.73,0.83,0.65
