,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.48,0.12,0.17,0.17,0.16,0.15,0.21,0.32,0.16,0.19,0.2,0.21,0.2,0.12,0.18,
f_1,0.27,1.5,0.2,0.16,0.17,0.09,0.2,0.18,0.17,0.19,0.2,,0.25,0.18,0.16,0.12
d_1,0.2,0.16,1.52,0.14,0.16,,0.2,,0.22,0.37,0.18,0.2,0.19,0.17,0.18,0.13
c_1,0.17,0.17,0.16,1.55,0.31,0.11,0.22,0.2,0.18,,0.21,0.17,0.22,0.16,0.21,0.12
b_1,0.18,0.17,0.19,0.12,1.6,0.27,0.18,0.26,0.16,0.23,,0.24,0.15,0.17,0.17,0.23
a_1,0.17,0.24,,0.24,0.13,1.73,0.17,0.25,,0.19,0.13,0.16,0.23,,0.26,0.16
h_1,0.36,0.52,0.37,0.31,0.29,0.41,1.66,0.5,0.47,0.5,0.43,0.35,,0.37,0.62,0.5
d_0,0.41,0.51,,0.7,0.41,0.39,0.49,1.41,0.47,0.57,0.47,0.52,0.72,0.41,0.62,0.41
g_1,0.4,0.42,0.5,0.42,0.38,,0.42,0.41,1.74,0.47,0.58,0.55,0.56,0.38,,
c_0,0.47,0.61,0.33,,0.27,0.36,0.63,0.43,0.49,1.46,0.83,0.5,0.58,0.39,0.76,0.5
b_0,0.45,0.47,0.42,0.38,,0.51,0.59,0.64,0.4,0.46,1.48,0.5,0.72,0.68,0.59,0.48
f_0,0.45,,0.43,0.5,0.37,0.4,0.72,0.62,0.4,0.55,0.55,1.51,0.62,0.55,0.43,0.7
h_0,0.62,0.7,0.67,0.54,0.63,0.47,,0.6,0.82,0.71,0.68,0.74,,0.54,0.78,0.53
a_0,0.55,0.39,0.52,0.46,0.5,,0.47,0.74,0.55,0.71,0.47,0.44,0.75,1.65,0.68,
g_0,0.71,0.54,0.88,0.53,0.62,0.41,0.59,0.67,,0.48,0.73,1.14,0.71,0.48,,0.68
e_0,,0.63,0.55,0.81,0.37,0.53,0.41,0.56,,0.53,0.58,0.57,0.62,,0.48,1.65
