,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.06,1.35,2.18,2.24,1.79,1.77,0.77,0.77,0.65,0.76,0.75,0.72,0.49,0.55,0.52,0.71
f_1,2.3,1.06,1.81,1.97,1.82,1.7,0.61,0.6,0.58,0.83,0.5,0.72,0.37,0.47,0.44,0.43
d_1,2.25,2.23,1.05,2.05,2.06,1.46,0.75,0.95,0.65,0.52,0.59,0.52,0.47,0.49,0.33,0.44
c_1,1.89,2.47,2.85,1.06,2.1,2.02,0.9,0.44,0.84,0.76,0.61,0.63,0.51,0.66,0.52,0.64
b_1,2.83,3.02,2.74,1.76,1.06,2.4,1.15,0.84,0.89,1.04,1.13,0.74,0.59,0.75,0.53,0.58
a_1,3.48,4.11,3.91,3.1,2.28,1.07,1.7,1.05,1.27,1.69,1.5,1.0,0.93,1.63,0.8,0.81
h_1,5.41,5.95,5.41,5.32,5.01,3.79,1.3,1.63,1.56,2.15,1.5,1.37,1.54,1.41,1.22,1.12
d_0,4.28,6.11,7.59,7.7,6.28,5.62,2.92,1.53,1.85,2.58,1.97,2.05,1.71,1.53,1.48,1.76
c_0,6.49,6.47,4.34,11.69,6.41,4.75,2.48,2.17,1.48,2.12,2.08,1.83,1.45,1.74,1.57,1.83
g_1,6.46,6.36,6.7,7.75,6.4,5.38,2.01,1.89,1.91,1.35,1.9,1.77,1.27,1.6,1.83,1.63
b_0,6.73,7.73,6.05,8.75,10.16,5.36,2.64,2.17,1.29,2.52,1.47,1.9,1.67,1.79,1.55,1.59
f_0,7.26,10.43,7.53,8.28,7.33,6.94,3.36,2.36,2.34,2.28,2.24,1.51,2.03,2.1,1.28,2.52
h_0,9.27,11.1,8.83,9.16,7.74,6.06,4.42,2.64,2.44,3.24,2.46,2.34,2.46,2.31,1.99,2.15
a_0,9.93,9.85,9.99,9.48,10.63,12.62,3.87,3.01,2.61,3.18,1.91,2.73,2.4,1.57,2.97,2.91
g_0,9.65,10.34,10.47,9.6,10.63,8.41,3.22,3.34,2.89,3.55,2.97,2.83,1.96,2.39,2.93,2.42
e_0,14.19,15.83,9.59,10.01,9.6,10.69,3.98,3.52,2.95,3.66,3.0,1.65,2.72,2.36,2.08,1.66
