,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.66,0.95,1.4,1.55,1.38,1.38,0.72,0.71,0.56,0.64,0.47,0.58,0.44,0.47,0.47,0.72
f_1,1.44,0.65,1.19,1.34,1.5,1.41,0.52,0.53,0.53,0.62,0.52,0.68,0.31,0.55,0.52,0.48
d_1,1.51,1.56,0.65,1.67,1.26,1.19,0.6,0.82,0.57,0.46,0.54,0.48,0.41,0.51,0.26,0.41
c_1,1.24,1.57,1.45,0.64,1.75,1.23,0.68,0.35,0.62,0.64,0.47,0.51,0.45,0.47,0.42,0.47
b_1,1.59,1.6,1.87,0.91,0.63,1.72,0.71,0.55,0.67,0.8,0.77,0.51,0.5,0.56,0.44,0.53
a_1,1.96,1.94,1.84,1.8,1.02,0.57,0.87,0.67,0.65,0.97,0.95,0.59,0.56,0.98,0.61,0.55
h_1,2.16,2.36,2.08,2.36,2.06,1.68,0.58,0.85,0.75,1.02,0.82,0.65,0.8,0.66,0.7,0.63
d_0,1.41,2.43,3.57,2.71,2.41,2.04,1.04,0.63,0.82,1.07,0.89,0.81,0.71,0.73,0.79,0.83
c_0,2.27,2.39,1.58,3.62,2.2,2.18,1.06,1.15,0.62,1.09,0.99,0.9,0.63,0.97,0.67,0.81
g_1,2.35,2.18,2.89,2.48,2.34,2.09,0.79,0.77,0.8,0.56,0.8,0.98,0.55,0.69,0.83,0.7
b_0,2.42,2.35,2.18,3.38,3.47,1.81,1.13,0.88,0.52,1.06,0.6,0.82,0.86,1.02,0.67,0.89
f_0,2.54,4.0,2.49,2.75,2.69,2.44,1.47,0.98,0.88,0.74,0.99,0.59,0.77,0.9,0.53,1.04
h_0,2.57,3.04,3.05,2.63,2.82,2.12,1.88,1.04,1.15,1.43,0.82,0.93,1.03,0.84,0.9,0.82
a_0,3.19,2.74,2.72,3.44,2.92,2.75,1.27,1.21,0.87,1.31,0.66,0.99,0.85,0.56,0.83,0.82
g_0,2.93,2.77,3.29,3.02,3.07,2.64,1.06,1.16,1.12,1.6,1.13,1.18,0.7,0.86,1.14,0.82
e_0,4.71,3.48,2.95,2.72,2.94,2.61,1.4,1.0,1.08,1.18,1.14,0.62,1.14,1.0,1.04,0.58
