,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.53,0.89,0.73,1.07,0.88,0.74,1.14,1.01,1.6,0.92,1.04,1.04,1.15,0.86,0.66,1.08
f_1,1.38,1.54,0.81,0.93,0.74,0.63,0.93,0.93,1.0,1.01,0.75,0.98,1.03,0.81,0.68,0.85
d_1,0.95,1.0,1.57,0.76,0.88,0.72,1.05,0.95,0.79,1.59,0.95,1.12,1.18,0.98,0.87,0.87
c_1,0.78,0.86,0.97,1.58,1.38,0.76,1.04,0.87,0.93,0.75,0.93,0.76,1.16,0.85,0.88,1.1
b_1,0.85,0.95,0.97,0.75,1.58,1.29,1.04,0.96,1.01,1.08,1.12,0.79,1.16,0.74,1.02,1.11
a_1,0.94,1.14,1.06,0.91,0.78,1.73,1.19,1.21,1.15,1.22,1.11,1.25,1.36,0.86,1.14,1.04
h_1,1.08,1.42,1.22,1.19,1.01,0.88,1.79,1.37,1.29,1.18,1.12,1.28,1.21,1.02,1.17,1.69
g_1,1.1,1.07,1.48,1.19,1.19,0.78,1.31,1.88,1.2,1.37,1.77,1.09,1.19,1.11,1.17,1.2
d_0,1.02,1.24,0.95,1.82,1.11,1.03,1.31,1.25,1.74,1.07,1.27,1.21,1.47,1.1,1.12,1.36
c_0,1.39,1.23,1.15,1.0,1.02,0.94,1.52,1.27,1.51,1.75,1.41,2.14,1.41,1.44,1.11,1.46
f_0,0.96,1.19,1.27,1.36,1.32,1.07,1.51,1.2,1.4,1.22,1.83,1.27,1.64,1.14,2.16,1.51
b_0,1.16,1.3,1.22,1.47,1.09,0.7,1.34,1.5,1.5,1.21,1.41,1.83,1.54,2.15,1.21,1.38
h_0,1.26,1.57,1.29,1.16,1.11,0.93,1.1,1.82,1.45,1.37,1.3,1.35,1.24,1.32,1.03,1.69
a_0,1.37,1.38,1.17,1.3,1.45,0.56,1.57,1.51,1.47,1.41,1.6,1.2,1.41,1.89,1.23,1.75
e_0,1.09,1.48,1.49,1.21,1.19,0.99,1.62,1.39,1.56,1.57,1.17,1.53,1.83,1.24,1.84,1.42
g_0,0.99,1.34,1.86,1.22,1.19,1.23,1.22,1.24,1.14,1.47,1.95,1.39,1.47,1.02,1.48,1.35
