,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.06,1.35,1.89,2.27,2.08,1.88,0.81,0.82,0.8,0.57,0.69,0.57,0.5,0.56,0.73,0.46
f_1,2.25,1.06,2.05,1.84,1.83,1.47,0.66,0.8,0.62,0.58,0.77,0.61,0.36,0.49,0.44,0.53
d_1,2.45,2.35,1.05,2.06,2.27,1.85,0.77,0.56,0.88,0.74,0.58,0.6,0.49,0.5,0.57,0.31
c_1,2.09,2.58,2.76,1.06,2.53,1.65,0.91,0.99,0.44,0.91,0.61,0.61,0.51,0.63,0.63,0.46
b_1,2.51,2.71,2.51,1.57,1.06,2.43,1.11,1.07,0.72,0.93,0.82,1.06,0.64,0.76,0.63,0.61
a_1,3.52,4.47,3.31,4.15,2.01,1.07,1.56,1.2,1.09,1.03,1.05,1.18,0.82,1.17,0.82,0.95
h_1,5.15,5.87,5.68,5.31,4.15,3.95,1.3,2.13,1.51,1.58,1.51,1.65,1.5,1.33,1.17,1.28
g_1,6.08,6.58,6.47,6.31,5.29,6.7,1.8,1.32,1.83,1.78,1.94,1.66,1.2,1.75,1.87,1.37
d_0,3.99,6.76,8.62,7.86,6.53,6.14,2.76,2.87,1.55,1.93,1.91,1.91,1.46,1.79,1.67,1.78
c_0,7.52,8.05,4.08,9.8,6.04,5.93,2.65,2.35,2.4,1.47,2.01,2.82,1.83,2.06,1.66,1.55
f_0,6.62,9.91,7.01,7.74,6.69,6.43,2.64,1.84,2.11,1.87,1.48,2.06,1.72,1.89,2.25,1.38
b_0,7.45,8.77,6.96,9.24,9.07,5.45,2.95,2.7,2.25,1.25,2.02,1.51,1.9,2.44,1.98,1.67
h_0,7.96,10.85,8.42,8.41,8.48,7.7,4.38,3.35,2.78,2.47,2.52,2.14,2.49,1.99,2.23,2.07
a_0,8.65,13.45,9.97,8.78,9.34,10.65,3.58,2.94,2.52,2.42,2.44,1.65,2.32,1.59,2.26,1.94
e_0,11.77,13.22,9.71,8.81,9.6,9.05,3.73,2.75,3.28,2.95,1.64,2.61,2.19,2.44,1.61,2.16
g_0,11.8,10.4,12.08,10.62,9.04,7.83,3.32,4.99,2.83,2.62,2.9,2.76,1.9,2.77,2.27,2.6
