,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.26,0.86,0.52,0.47,0.4,0.26,0.77,0.93,0.74,0.95,0.85,0.35,1.34,0.83,1.05,0.55
e_1,0.58,2.29,0.44,0.55,0.41,0.36,0.81,1.96,0.79,0.91,1.15,1.08,1.26,0.7,1.24,0.49
d_1,0.65,0.48,2.37,0.34,0.43,0.33,0.87,0.3,0.8,1.99,1.12,0.95,1.21,1.08,1.06,0.83
c_1,0.49,0.46,0.48,2.41,0.86,0.32,0.8,0.81,0.73,0.29,0.72,1.1,1.06,0.85,1.01,0.71
b_1,0.47,0.46,0.44,0.55,2.54,0.78,0.84,1.07,0.71,0.85,0.37,0.84,0.92,0.55,1.07,0.71
a_1,0.56,0.52,0.51,0.51,0.35,3.12,1.27,1.09,0.84,0.86,1.25,0.79,1.44,0.38,0.94,0.83
h_1,0.81,0.59,0.68,0.63,0.47,0.36,3.0,0.95,1.27,0.95,1.13,0.94,0.79,0.75,1.79,0.98
d_0,0.56,0.52,0.24,1.2,0.61,0.49,1.23,2.62,0.75,0.88,1.16,1.18,1.28,0.76,1.51,1.36
g_1,0.54,0.58,1.02,0.47,0.52,0.28,0.99,1.09,3.33,1.34,1.1,1.84,1.62,1.11,0.63,0.92
c_0,0.68,0.67,0.63,0.4,0.45,0.51,1.07,1.15,0.99,2.61,2.44,1.48,1.77,1.01,1.51,1.03
b_0,0.67,0.68,0.74,0.65,0.27,0.35,1.12,1.18,0.93,1.29,2.66,1.04,1.86,2.05,1.35,1.1
f_0,0.32,0.45,0.75,0.76,0.61,0.46,1.19,1.4,1.06,1.33,1.45,2.81,1.68,1.3,1.28,2.5
h_0,0.88,0.62,0.73,0.56,0.54,0.4,0.6,1.22,1.26,1.16,1.35,1.07,0.83,0.99,1.8,0.91
a_0,0.54,0.72,0.7,0.64,0.6,0.26,1.24,1.09,0.94,1.08,1.29,1.26,1.54,2.87,1.91,0.81
g_0,0.59,0.5,0.99,0.68,0.48,0.4,1.13,1.12,0.54,1.06,1.37,1.83,1.29,1.05,0.89,1.01
e_0,0.61,0.31,0.58,0.78,0.65,0.48,1.06,1.36,0.99,1.23,1.65,1.39,2.18,0.86,1.64,3.08
