,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10512.25,1088.18,1514.36,2720.06,3710.52,11103.44,1786636.1,2849048.89,4340348.56,8994326.02,7192128.25,9374552.06,31015219.56,28470399.36,9694322.53,102724700.02
f_1,1947.92,11759.53,1529.57,2239.17,3669.1,10717.48,1752399.92,2108898.61,4384333.26,5700842.29,6517230.19,1590515.0,31807035.82,23427021.48,35842816.97,74990339.82
d_1,726.13,1356.3,19055.46,1749.45,2427.15,16431.68,1775212.43,2876607.8,9732577.05,1433793.06,8226100.7,9175136.1,36708203.22,33359137.67,49421861.4,129708672.92
c_1,819.77,1133.81,1566.21,26566.4,5886.39,12042.98,1874514.78,3000173.78,911078.65,5946495.98,7113690.46,8651077.24,31938879.34,21436665.65,63481726.8,89343883.77
b_1,1194.09,1250.91,1565.88,2209.98,38596.18,21433.76,1554043.96,2038736.08,5959451.66,6411526.27,2078078.32,8654485.64,27106702.83,21976356.39,56976795.62,77848720.2
a_1,1137.11,1086.8,2010.54,2293.56,2235.41,218974.01,2380614.2,2212988.78,4883288.26,5531688.04,9896521.47,9326118.82,35833013.54,8851630.18,54478138.55,78502500.85
h_1,2141.23,2654.71,2515.41,4422.88,4296.51,19429.91,12358337.47,5651315.41,8768923.77,7501328.35,11449735.73,17789176.53,21442286.23,52070301.48,65184613.32,236818547.11
g_1,1908.26,1449.1,5705.31,3280.94,4054.59,19624.81,2662848.91,20204600.71,7183099.42,7853364.91,13310363.38,31456091.44,48185062.89,29336411.51,77342883.11,65043998.21
c_0,2007.5,2742.62,3920.25,1780.7,4058.42,19304.37,3433522.46,4049224.62,22947991.78,8420786.0,23638539.23,21690956.33,57094784.2,57247974.72,99202342.54,181156677.75
d_0,1858.96,2715.39,1074.53,8166.02,4376.66,19064.13,3009101.71,4280967.06,5729735.1,24870639.81,12727103.83,17457678.39,65340735.44,39781263.9,90636884.0,149453521.18
b_0,2220.12,2137.97,4046.75,3719.63,2078.91,15629.26,3226691.08,4647907.1,8916559.2,11657427.64,42171813.42,17812240.53,52549162.9,105278273.41,59746354.15,199504700.4
f_0,1948.53,1157.2,3864.02,4865.78,4908.55,20390.52,2962779.62,3793559.29,10009688.91,10859999.68,14123735.78,54158458.47,60658601.61,56654974.61,182558304.34,198191089.2
h_0,1831.42,3354.9,3638.97,4029.13,3464.86,16427.15,1097971.27,5355613.11,6316856.11,9097727.92,15353331.6,15689319.18,27247714.09,69985556.87,111617644.19,227583139.71
a_0,2284.75,2019.44,3724.39,4431.57,5227.43,,3229498.53,4545009.69,10019281.57,10345628.94,12882419.98,16078066.48,59849351.13,204963501.53,77628673.6,231351390.39
e_0,637.07,3054.58,4027.7,5307.58,5507.47,18000.14,3628422.68,3871543.6,9163523.3,11827496.22,12461855.36,12974841.6,76715505.38,36923414.49,374405203.38,184722654.51
g_0,1764.99,1813.69,5188.59,4106.41,5347.06,15934.8,2420599.49,2435202.69,8533507.5,7342883.61,17231771.7,23102737.89,60821491.49,52458914.53,108473207.82,77540443.59
