,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.1,2.7,2.7,2.99,2.72,2.52,0.64,1.06,0.6,0.53,0.65,0.85,0.33,0.53,0.56,0.49
e_1,1.71,1.1,3.25,3.35,3.39,2.99,0.83,1.11,0.65,0.61,0.6,0.87,0.46,0.66,1.0,0.45
d_1,3.79,3.67,1.1,3.71,3.3,2.8,0.81,0.53,1.05,0.58,0.63,0.6,0.42,0.63,0.61,0.31
c_1,3.61,2.78,4.17,1.11,3.04,2.75,1.05,0.96,0.39,1.0,0.7,0.62,0.53,0.69,0.69,0.46
b_1,4.17,3.83,4.08,2.17,1.11,4.04,1.19,0.94,0.79,1.13,1.37,0.79,0.62,0.7,0.69,0.66
a_1,6.88,6.27,6.22,5.53,2.98,1.14,2.17,1.97,1.32,1.2,1.6,1.13,0.88,1.45,1.03,0.88
h_1,12.6,10.88,9.72,11.64,12.28,10.49,1.64,2.91,2.41,2.26,2.37,2.08,1.99,2.04,1.97,1.47
g_1,18.34,16.56,13.71,13.01,13.96,13.06,3.09,1.69,3.06,2.88,3.31,2.6,1.6,2.94,2.89,2.27
d_0,14.5,8.97,21.28,14.35,15.14,13.84,4.43,5.26,2.15,3.43,3.38,3.55,2.64,2.85,3.53,2.67
c_0,15.92,15.84,8.4,33.48,18.23,13.64,4.7,4.16,4.89,2.05,3.1,3.45,2.47,3.35,2.97,2.37
b_0,15.85,16.56,10.89,22.17,23.85,16.39,4.34,4.54,4.4,1.76,1.91,3.01,2.08,2.87,2.69,1.82
f_0,34.32,18.38,19.05,19.13,16.64,15.44,5.25,3.72,3.9,4.28,4.24,2.06,2.62,3.93,3.72,1.64
h_0,23.38,22.14,19.28,21.28,20.15,18.31,8.72,5.77,4.86,3.85,4.98,4.19,4.1,3.81,3.5,3.09
a_0,25.98,26.07,21.56,28.44,31.11,25.24,9.1,6.65,5.81,4.19,2.75,4.8,3.69,2.35,4.2,3.53
e_0,36.32,32.53,22.45,25.51,23.08,25.59,7.29,6.15,5.71,6.02,5.96,2.63,3.51,4.81,2.29,3.18
g_0,34.64,27.03,25.4,35.71,33.67,27.47,6.71,9.68,6.85,5.44,5.96,5.2,3.22,5.0,5.19,5.3
