,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.99,1.72,1.92,1.83,1.88,0.59,0.53,0.4,0.33,0.37,0.4,0.29,0.35,0.69,0.25
f_1,1.61,0.44,1.42,1.89,1.71,1.6,0.34,0.61,0.37,0.33,0.31,0.73,0.16,0.3,0.4,0.24
d_1,1.97,1.91,0.41,1.86,1.79,1.62,0.44,0.31,0.71,0.33,0.37,0.32,0.26,0.33,0.3,0.16
c_1,1.58,1.88,2.55,0.4,1.69,1.8,0.46,0.56,0.21,0.59,0.37,0.32,0.28,0.32,0.29,0.34
b_1,2.01,2.08,2.15,0.96,0.39,1.98,0.63,0.65,0.46,0.57,0.84,0.4,0.31,0.45,0.4,0.25
a_1,2.28,3.26,2.22,2.47,1.22,0.33,0.77,0.57,0.56,0.54,0.68,0.48,0.32,1.62,0.5,0.41
h_1,2.78,3.44,2.35,3.26,2.74,2.44,0.32,0.96,0.59,0.52,0.6,0.53,0.63,0.51,0.43,0.42
g_1,3.48,3.45,2.58,3.42,3.11,2.74,0.66,0.3,0.82,0.62,0.62,0.56,0.35,0.69,0.46,0.59
d_0,1.64,3.25,5.24,3.28,3.43,2.99,1.06,1.18,0.36,0.65,0.67,0.59,0.49,0.63,0.73,0.58
c_0,3.88,3.82,1.77,6.14,3.25,2.76,0.96,0.83,0.92,0.36,0.69,0.7,0.47,0.59,0.75,0.47
b_0,3.06,3.31,2.96,5.29,7.82,3.18,1.0,0.83,0.79,0.35,0.33,0.56,0.59,0.7,0.69,0.53
f_0,3.46,6.33,3.52,3.94,3.97,2.63,1.2,0.64,0.66,0.61,0.66,0.33,0.54,0.86,0.67,0.38
h_0,3.41,3.86,3.73,4.15,3.74,3.6,1.6,1.23,0.85,0.82,0.71,0.68,0.78,0.73,0.72,0.57
a_0,3.71,4.52,3.9,4.34,4.74,6.06,1.37,1.39,0.97,0.8,0.42,0.91,0.62,0.3,0.87,0.64
e_0,6.76,5.77,4.24,3.61,3.92,3.32,1.3,1.32,0.85,0.94,0.91,0.38,0.68,1.05,0.3,0.59
g_0,4.11,4.58,4.3,4.67,4.53,4.4,0.89,1.89,0.93,0.93,0.9,0.81,0.54,0.89,0.77,0.91
