,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.51,1.29,1.89,1.94,3.24,17.15,31.87,24.43,27.29,34.33,,65.75,103.99,92.87,116.34
e_1,0.66,1.0,0.93,1.17,1.76,2.84,22.18,28.57,32.88,29.37,41.35,44.69,66.0,90.51,,94.16
d_1,0.78,1.08,1.0,1.27,1.67,3.02,18.04,20.2,,36.21,29.42,55.42,60.22,68.64,78.89,64.62
c_1,0.53,0.86,0.79,1.0,1.66,2.5,10.96,19.12,14.51,,26.3,39.71,41.32,67.16,56.67,88.17
b_1,0.52,0.57,0.6,0.6,1.0,2.17,9.3,15.53,19.08,18.87,,29.73,43.46,38.13,59.17,
a_1,0.31,0.35,0.33,0.4,0.46,1.0,6.74,13.09,7.88,12.16,14.62,,22.41,,29.94,25.53
h_1,0.06,0.05,0.06,0.09,0.11,0.15,1.0,1.78,1.77,1.84,2.14,2.74,,4.67,6.24,8.17
g_1,0.03,0.04,0.05,0.05,0.06,0.08,0.56,1.0,1.01,1.26,1.15,1.82,1.89,3.5,3.77,
d_0,0.04,0.03,,0.07,0.05,0.13,0.57,0.99,1.0,0.66,1.19,1.41,2.59,2.78,3.77,3.08
c_0,0.04,0.03,0.03,,0.05,0.08,0.54,0.79,1.5,1.0,1.64,1.75,2.87,2.37,3.68,2.85
b_0,0.03,0.02,0.03,0.04,,0.07,0.47,0.87,0.84,0.61,1.0,1.31,2.19,3.43,2.11,2.08
f_0,,0.02,0.02,0.03,0.03,,0.37,0.55,0.71,0.57,0.77,1.0,1.42,2.0,2.73,1.96
h_0,0.02,0.02,0.02,0.02,0.02,0.04,,0.53,0.39,0.35,0.46,0.7,,1.31,0.96,1.83
a_0,0.01,0.01,0.01,0.01,0.03,,0.21,0.29,0.36,0.42,0.29,0.5,0.76,1.0,1.09,0.87
e_0,0.01,,0.01,0.02,0.02,0.03,0.16,0.26,0.27,0.27,0.47,0.37,1.04,0.92,1.0,1.14
g_0,0.01,0.01,0.02,0.01,,0.04,0.12,,0.32,0.35,0.48,0.51,0.55,1.15,0.87,
