,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.85,0.95,1.04,0.88,0.86,0.71,0.83,0.67,0.71,0.68,0.75,0.6,0.59,0.61,0.65
f_1,1.19,1.0,0.96,0.95,0.87,0.76,0.63,0.68,0.62,0.7,0.59,0.58,0.5,0.56,0.58,0.45
d_1,1.04,1.04,1.0,0.92,0.89,0.75,0.7,0.7,0.8,0.57,0.69,0.61,0.59,0.57,0.49,0.56
c_1,0.95,1.03,1.09,1.0,1.21,0.88,0.71,0.51,0.58,0.63,0.56,0.6,0.6,0.55,0.58,0.56
b_1,1.13,1.16,1.16,0.85,1.0,1.19,0.82,0.69,0.77,0.74,0.65,0.61,0.68,0.57,0.59,0.58
a_1,1.18,1.35,1.28,1.16,0.85,1.0,0.98,0.76,0.81,0.86,0.92,0.69,0.76,0.7,0.71,0.63
h_1,1.42,1.55,1.4,1.46,1.26,1.01,1.0,0.87,0.89,1.05,0.88,0.83,0.85,0.81,0.93,0.75
d_0,1.23,1.43,1.41,1.98,1.49,1.28,1.1,1.0,0.87,1.02,0.97,0.97,0.96,0.81,0.96,0.87
c_0,1.49,1.63,1.28,1.71,1.29,1.15,1.1,1.08,1.0,0.98,1.26,1.01,1.01,1.01,0.9,0.86
g_1,1.37,1.48,1.74,1.55,1.36,1.18,0.96,0.97,1.0,1.0,0.99,1.02,0.81,0.87,0.92,0.92
b_0,1.45,1.62,1.41,1.83,1.53,1.09,1.12,1.08,0.81,1.05,1.0,0.99,1.01,1.18,0.92,0.88
f_0,1.37,1.69,1.62,1.7,1.6,1.38,1.21,1.09,1.0,0.98,1.02,1.0,1.04,0.94,0.81,1.28
h_0,1.66,1.97,1.7,1.69,1.49,1.28,1.16,1.07,1.0,1.19,0.97,0.93,1.0,0.95,1.04,0.84
a_0,1.68,1.76,1.76,1.73,1.77,1.43,1.25,1.18,1.07,1.09,0.91,1.09,1.09,1.0,1.05,1.01
g_0,1.66,1.72,2.02,1.66,1.69,1.39,1.08,1.05,1.08,1.09,1.1,1.25,0.98,0.92,1.0,1.04
e_0,1.57,2.05,1.78,1.88,1.7,1.6,1.29,1.2,1.15,1.12,1.11,0.79,1.16,1.02,0.98,1.0
