,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,102.64,33.33,36.52,50.45,68.96,218.58,6787.29,14538.64,14092.4,17301.38,21335.8,24333.29,59946.63,85914.83,95807.93,56272.12
f_1,53.82,121.84,41.26,41.82,52.88,135.03,4267.44,9383.08,9443.58,12917.41,20393.56,9370.43,53131.05,53499.73,96507.51,51483.95
d_1,30.73,39.47,131.17,34.86,54.13,186.72,5992.33,5412.24,9537.03,22504.34,25835.58,22692.34,56609.15,55911.56,83135.69,76341.06
c_1,26.26,35.22,42.2,135.54,82.92,187.32,5651.08,7758.98,11973.11,5583.79,15836.68,18710.2,53623.06,53481.23,84881.04,86935.94
b_1,24.38,30.9,40.27,33.33,171.97,262.43,5440.77,7579.6,10247.59,12686.25,9271.54,21265.42,45701.38,44451.37,78900.14,90761.66
a_1,15.53,24.4,25.12,26.15,32.3,462.34,3015.18,5832.82,7760.82,9502.57,14407.84,15677.64,34552.16,16740.93,41839.94,55206.71
h_1,8.18,16.22,12.8,12.45,15.2,58.24,3535.44,3307.79,4769.2,3721.6,5340.22,6247.59,11756.96,20333.87,44793.37,29762.14
d_0,7.16,10.91,4.98,20.12,15.62,51.61,1347.69,4110.48,2632.69,3350.49,6288.67,5993.92,17621.28,14658.94,22950.92,26006.6
g_1,5.59,9.87,15.03,9.58,12.65,29.76,1203.35,2263.8,6564.75,3291.89,5310.83,7506.58,11619.33,14578.47,16548.73,27125.84
c_0,6.67,11.59,8.8,8.97,12.78,48.44,1589.19,2605.64,2968.04,5717.87,8915.41,5295.53,15067.8,15708.02,23081.76,20368.33
b_0,6.81,8.99,7.42,11.09,7.26,25.59,1396.38,1945.69,2579.59,2351.49,8224.81,5391.08,13875.57,25398.37,18367.16,16401.96
f_0,5.93,5.39,9.97,11.03,11.23,32.17,1325.5,2034.05,2541.03,3072.09,4400.08,8266.68,12969.41,12642.2,21786.64,31104.24
h_0,5.19,8.02,6.29,8.07,9.16,23.4,562.41,1397.47,2358.34,1994.16,3488.8,3098.93,5037.6,9662.32,15305.46,16269.3
a_0,3.89,6.5,6.64,6.9,7.32,,913.32,1654.67,2278.32,2078.91,2425.31,4013.75,11041.44,19255.29,16926.06,14589.1
g_0,3.56,4.8,8.6,5.85,7.88,23.95,558.95,1316.55,1050.61,1811.36,2955.7,4157.22,7590.03,7230.56,9434.73,12610.64
e_0,1.97,8.06,6.86,6.49,5.14,22.5,712.3,1111.29,1402.76,2110.43,3708.24,2258.93,7161.16,8527.41,12084.88,25076.75
