,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.83,1.58,1.37,1.8,1.43,1.55,5.71,4.69,13.31,6.34,7.65,8.5,12.08,8.38,4.26,10.65
f_1,2.58,5.86,1.43,1.49,1.38,1.07,4.46,4.75,6.09,6.59,7.83,3.56,10.31,7.79,6.03,11.02
d_1,1.46,1.8,6.52,1.07,1.36,1.59,6.89,6.2,3.74,13.03,8.29,7.42,11.32,7.82,7.73,11.32
c_1,1.34,1.34,1.48,6.82,2.97,1.41,4.6,4.74,6.9,3.2,4.88,6.63,10.05,6.64,8.21,10.28
b_1,1.39,1.48,1.45,1.63,7.36,2.91,5.58,5.71,6.28,6.87,2.46,6.76,10.84,6.14,8.0,9.76
a_1,1.33,1.57,1.67,1.54,1.44,10.63,6.25,6.21,6.77,7.98,7.79,10.36,10.5,3.66,8.27,10.15
h_1,1.63,2.6,1.97,2.01,1.62,1.71,16.76,8.91,7.11,8.7,8.63,8.3,8.29,7.64,10.09,18.45
g_1,1.62,1.51,3.12,1.84,1.66,2.07,5.42,19.79,5.92,9.27,10.24,14.02,11.19,7.77,9.25,8.41
d_0,1.66,1.92,1.22,3.61,1.92,1.76,6.33,5.31,16.34,6.92,8.83,9.99,13.38,8.8,10.59,12.86
c_0,2.08,1.94,2.05,1.52,1.16,1.72,8.46,7.41,9.17,17.29,19.67,11.86,13.08,11.38,9.96,14.34
b_0,1.88,2.21,1.9,2.15,1.1,1.26,6.7,7.06,9.03,8.55,20.31,10.1,16.01,21.62,10.13,15.07
f_0,1.61,0.95,2.11,2.34,1.9,1.86,7.52,7.43,8.54,8.74,11.17,21.38,13.94,7.86,21.3,14.78
h_0,1.8,2.8,1.99,1.75,1.65,2.14,4.49,8.85,7.89,8.42,7.7,9.91,9.65,8.72,8.59,16.97
a_0,1.85,2.04,2.19,2.61,1.6,0.84,7.96,6.63,8.41,9.8,8.21,6.64,14.47,26.92,8.55,13.18
e_0,0.97,1.68,2.53,2.17,2.31,1.71,9.49,10.05,7.89,9.06,8.85,10.22,14.54,10.3,27.86,16.17
g_0,1.78,1.84,3.43,1.4,1.96,1.66,6.67,5.11,6.71,8.89,8.42,13.11,12.95,9.06,9.62,9.49
