,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.42,0.48,0.65,0.79,0.69,0.61,0.38,0.36,0.3,0.36,0.34,0.42,0.29,0.3,0.37,0.43
f_1,0.69,0.42,0.67,0.67,0.62,0.59,0.29,0.31,0.28,0.41,0.28,0.37,0.19,0.31,0.3,0.25
d_1,0.74,0.69,0.39,0.65,0.66,0.66,0.36,0.35,0.33,0.27,0.29,0.28,0.24,0.28,0.18,0.32
c_1,0.54,0.69,0.83,0.38,0.82,0.59,0.35,0.19,0.35,0.34,0.27,0.27,0.25,0.31,0.25,0.29
b_1,0.67,0.73,0.77,0.42,0.35,0.86,0.36,0.3,0.38,0.42,0.4,0.26,0.29,0.26,0.24,0.27
a_1,0.77,0.75,0.68,0.76,0.38,0.3,0.37,0.33,0.28,0.44,0.39,0.29,0.26,0.41,0.27,0.25
h_1,0.6,0.69,0.61,0.64,0.66,0.57,0.25,0.3,0.24,0.35,0.29,0.27,0.28,0.25,0.27,0.27
d_0,0.44,0.64,0.77,0.75,0.65,0.62,0.34,0.24,0.28,0.36,0.32,0.31,0.25,0.27,0.27,0.3
c_0,0.66,0.71,0.4,0.91,0.62,0.67,0.42,0.38,0.23,0.31,0.33,0.3,0.27,0.32,0.24,0.29
g_1,0.64,0.68,0.62,0.7,0.64,0.56,0.27,0.32,0.29,0.2,0.28,0.31,0.2,0.28,0.27,0.29
b_0,0.55,0.67,0.57,0.83,0.78,0.56,0.37,0.3,0.19,0.33,0.22,0.26,0.23,0.32,0.24,0.32
f_0,0.54,0.75,0.58,0.64,0.75,0.66,0.34,0.29,0.27,0.23,0.27,0.21,0.26,0.29,0.16,0.3
h_0,0.56,0.69,0.59,0.68,0.61,0.6,0.36,0.31,0.26,0.36,0.3,0.25,0.28,0.25,0.25,0.26
a_0,0.6,0.62,0.61,0.62,0.88,0.78,0.38,0.31,0.24,0.31,0.18,0.28,0.24,0.18,0.22,0.29
g_0,0.59,0.65,0.67,0.63,0.64,0.54,0.27,0.29,0.28,0.45,0.32,0.31,0.2,0.32,0.27,0.34
e_0,0.69,0.88,0.55,0.59,0.63,0.57,0.34,0.29,0.29,0.3,0.26,0.17,0.24,0.29,0.17,0.18
