,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.81,1.52,1.3,1.48,1.0,0.62,0.61,0.58,0.5,0.47,0.57,0.41,0.46,0.65,0.4
f_1,1.55,0.65,1.26,1.18,1.3,1.08,0.42,0.51,0.6,0.41,0.44,0.7,0.31,0.36,0.38,0.39
c_1,1.05,1.43,0.65,1.45,1.41,1.45,0.6,0.3,0.64,0.66,0.43,0.45,0.38,0.45,0.41,0.38
d_1,1.52,1.49,1.37,0.64,1.32,1.12,0.66,0.68,0.4,0.51,0.48,0.42,0.35,0.49,0.46,0.27
b_1,1.38,1.76,0.91,1.44,0.62,1.62,0.62,0.55,0.68,0.68,0.95,0.52,0.52,0.56,0.47,0.47
a_1,2.06,1.63,1.73,1.94,0.9,0.57,0.92,0.73,0.88,0.59,0.74,0.56,0.49,0.83,0.56,0.47
h_1,1.98,2.42,1.85,2.04,2.03,1.62,0.55,0.76,1.09,0.65,0.74,0.76,0.83,0.79,0.73,0.59
d_0,1.29,2.16,2.9,3.26,2.29,1.93,1.04,0.61,1.2,0.72,0.82,0.77,0.65,0.71,0.78,0.77
g_1,2.27,2.48,2.23,2.08,2.14,1.87,0.75,0.77,0.54,0.89,0.73,0.8,0.56,0.73,0.76,0.71
c_0,2.03,2.48,3.99,1.39,2.01,2.13,1.24,1.16,0.88,0.6,1.01,0.85,0.71,0.72,0.88,0.64
b_0,2.13,2.4,2.96,2.07,2.72,1.96,1.02,0.89,1.16,0.52,0.59,0.82,0.66,0.8,0.78,0.72
f_0,1.98,3.45,2.4,2.32,2.34,2.26,1.02,0.89,0.75,0.86,0.79,0.58,0.76,0.89,0.87,0.47
h_0,2.29,2.95,2.62,2.4,2.37,2.14,1.4,1.07,1.08,0.85,0.9,0.93,0.93,0.77,0.84,0.82
a_0,2.46,3.24,2.78,2.24,3.17,3.56,1.12,1.09,1.36,0.88,0.59,0.89,0.84,0.56,0.97,0.75
e_0,2.92,3.83,2.8,2.67,2.6,2.25,1.28,0.94,1.04,0.82,0.95,0.56,0.86,0.78,0.56,0.73
g_0,2.74,3.18,3.13,2.98,2.42,2.47,1.15,0.95,1.46,1.06,1.07,1.06,0.61,0.89,0.87,0.97
