,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10325.68,3432.12,3611.93,6898.36,7343.05,23161.7,4372309.42,13478622.69,9816192.47,15055489.72,25663752.05,29215664.43,119450630.8,130682045.88,86270686.19,214155746.94
f_1,4923.27,12050.27,4577.27,4882.81,5953.11,25102.59,4200518.31,6994341.18,8657332.69,18290631.48,22157774.94,16224165.86,95363397.64,79591553.2,117614927.63,203535229.21
d_1,2493.24,4236.43,20113.87,3947.95,5353.92,26919.56,4861847.64,4236166.78,9248669.42,31172832.04,30603869.26,27419061.5,110524079.24,94190975.95,176484071.82,236061806.53
c_1,2389.26,2672.45,3616.02,24876.62,15478.4,24994.38,3924749.26,7549252.63,8769258.44,5621768.58,19996880.23,28116555.79,107697662.48,83238346.93,147604690.54,209139529.62
b_1,2103.92,2573.09,4836.09,5857.96,35848.24,59076.63,4325092.56,6776404.58,10687835.59,14884394.25,10039016.6,35439276.99,106389533.71,79614656.23,152264829.34,235808632.8
a_1,2745.11,3171.19,5388.93,6006.31,5614.07,189488.31,4906142.9,7493675.55,12018601.76,14089961.28,24407192.08,34127409.76,134497194.72,43487313.58,173026563.14,254826455.29
h_1,3269.55,5417.12,6297.89,5830.45,8391.07,27631.89,13354207.44,8685995.09,15550125.9,18200537.06,28807974.76,32844024.45,74997158.42,108484510.76,160908386.84,397511148.88
d_0,2968.29,3434.98,3643.07,13989.25,10619.46,31272.08,4785263.66,17003453.29,11629621.73,12772784.5,28548367.2,36029776.14,152514546.55,120241792.83,185712344.09,307079566.01
g_1,2634.8,3246.94,9518.64,4964.32,8922.2,35396.93,5052928.69,6694344.37,39490770.73,21479771.17,24181962.11,54844987.15,124188984.32,112836623.43,212172706.17,169335758.79
c_0,2994.66,4684.41,7056.08,4439.1,5967.85,33613.98,6348618.01,10687404.87,12616397.34,40223607.45,56853040.79,37509368.83,131446782.11,156368385.44,218334287.28,372613903.96
b_0,3454.75,4231.71,6316.27,6283.1,4154.38,30594.28,5967400.76,9931526.74,13539965.86,20692687.35,64568707.35,34464873.17,159857165.02,235334114.45,224837861.8,355453392.89
f_0,2785.21,2121.1,5664.16,6531.57,11272.02,43622.63,6125108.61,11102499.1,13920975.14,19669678.09,31093269.64,84478029.18,149480692.63,122147093.5,448552937.76,285647694.83
h_0,3553.79,5235.01,5746.19,7090.62,9695.45,34510.35,2955717.37,9157338.06,15106119.12,17954885.64,24294249.0,32361024.09,78370139.86,94582955.96,192887640.15,355489756.41
a_0,3470.31,4159.28,6019.22,7079.84,8943.77,18242.41,6485487.06,11581326.78,11599553.37,18758835.75,35749655.43,39230362.54,181421697.5,303756630.12,216668718.92,307167705.95
e_0,1592.47,4656.11,6436.76,7476.74,11494.38,29195.56,5958113.7,9243866.32,13441327.28,21575622.25,27751381.93,41032348.23,169741003.53,115233847.36,467066497.43,377226300.7
g_0,3004.85,3476.07,9203.14,6639.78,8811.97,32995.02,4901444.84,7418774.84,8806459.78,20345479.48,32016289.78,50390300.97,135025236.08,135360449.29,185058410.07,172845177.38
