,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,e_0,a_0,g_0
e_1,86.36,31.25,43.78,67.2,72.54,262.97,6746.27,20280.25,13072.81,13308.09,22114.89,28007.09,69662.75,70853.04,113025.98,189706.69
f_1,39.86,103.11,43.17,53.29,70.95,224.11,5704.8,9479.63,10214.42,12288.69,22638.67,9858.77,56130.95,72142.49,101815.28,148550.46
d_1,23.71,29.86,137.66,38.5,59.1,183.34,5886.68,5127.65,9187.73,20286.33,22051.98,27214.58,55964.65,88394.78,82368.36,111340.18
c_1,18.95,27.32,44.96,150.14,91.28,239.16,5833.82,6223.6,10053.58,4457.67,17897.75,24591.13,52465.24,59389.94,88373.93,149979.24
b_1,22.4,23.95,36.37,33.48,185.51,353.55,4890.55,8806.83,9555.02,8091.25,7026.51,24631.11,63239.62,61909.23,64771.74,132651.21
a_1,12.52,20.21,27.65,24.77,23.57,544.25,3251.78,6300.03,5232.31,9966.89,12276.64,12554.05,34337.17,49552.34,,108136.93
h_1,6.64,12.87,13.82,15.32,19.69,61.27,3637.01,3239.91,4084.74,3500.55,6079.99,5768.33,8092.82,19096.8,24575.7,47287.44
d_0,5.72,8.93,5.61,23.89,17.25,48.21,1500.2,4379.93,3045.19,3264.66,4829.54,7403.8,12653.26,18093.64,25622.56,37724.39
g_1,5.64,7.04,15.59,11.85,15.05,56.19,1130.63,2147.02,6067.37,2924.9,4552.28,8565.6,12760.2,22750.78,26571.12,18768.56
c_0,6.45,9.52,11.45,9.79,13.56,40.35,1710.61,2131.15,2797.02,5460.52,8213.17,6029.32,13977.18,22468.99,25213.38,41637.21
b_0,6.68,7.19,9.93,9.97,5.72,34.97,1270.29,2121.2,2501.49,2555.03,7697.92,5330.09,12889.78,19849.16,36230.7,33670.26
f_0,5.72,5.26,8.09,9.0,11.69,49.75,1402.04,1969.61,2409.85,2994.47,4685.48,9075.8,12247.32,27834.41,14632.01,32508.25
h_0,4.08,6.5,7.68,7.62,7.11,30.39,737.77,1694.16,2200.85,2041.99,3391.66,3664.27,6412.3,14391.33,12712.31,34661.52
e_0,1.51,6.02,5.75,8.83,8.05,25.3,1064.01,1430.77,1403.49,1996.8,2638.17,3355.78,7554.88,23269.07,12106.71,20519.71
a_0,2.97,4.78,6.73,7.14,5.91,,878.25,1216.65,1745.72,1499.83,2415.21,2872.98,7933.32,13599.57,26262.91,21360.1
g_0,2.23,3.48,7.16,7.01,7.41,18.26,667.97,1082.24,,1455.13,1917.62,3695.25,5437.19,9252.64,8960.59,10961.27
