,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,1.5,1.46,1.7,1.84,1.6,0.37,0.58,0.32,0.39,0.34,0.64,0.18,0.37,0.32,0.29
d_1,1.69,0.43,2.02,1.84,1.67,1.61,0.5,0.31,0.31,0.75,0.29,0.32,0.21,0.33,0.33,0.15
e_1,0.94,1.94,0.42,1.83,1.98,2.36,0.5,0.64,0.38,0.4,0.39,0.48,0.27,0.38,0.65,0.3
c_1,1.8,2.29,1.48,0.41,1.84,1.72,0.43,0.54,0.62,0.21,0.35,0.29,0.31,0.29,0.38,0.27
b_1,2.08,2.04,2.02,1.0,0.39,1.74,0.85,0.54,0.65,0.49,1.3,0.44,0.32,0.52,0.46,0.3
a_1,2.99,2.3,2.63,2.94,1.09,0.32,0.72,0.69,0.55,0.47,0.62,0.49,0.38,1.13,0.44,0.35
h_1,3.33,2.61,2.77,2.74,3.42,2.34,0.3,0.94,0.68,0.63,0.64,0.6,0.98,0.75,0.56,0.46
g_1,3.67,2.67,2.97,3.75,3.53,2.66,0.69,0.3,0.65,0.68,0.63,0.62,0.3,0.64,0.55,0.61
c_0,3.91,1.68,3.2,6.66,4.18,2.9,0.97,0.93,0.36,0.91,0.58,0.67,0.43,0.66,0.6,0.42
d_0,2.91,6.18,1.7,3.47,3.32,3.95,0.99,1.03,0.7,0.36,0.78,0.6,0.47,0.62,0.6,0.59
b_0,3.46,2.54,3.42,4.67,7.16,2.93,0.78,0.91,0.38,0.61,0.33,0.6,0.53,0.8,0.56,0.41
f_0,5.83,3.1,3.26,3.54,3.84,2.96,1.08,0.63,0.64,0.73,0.72,0.35,0.55,0.79,0.73,0.28
h_0,3.76,3.91,3.6,4.09,3.73,3.12,1.56,1.24,0.65,0.77,0.74,0.67,0.74,0.8,0.76,0.54
a_0,4.42,3.22,4.02,4.06,4.98,7.3,1.12,1.0,0.74,0.79,0.42,0.68,0.6,0.32,0.63,0.69
e_0,6.5,3.25,5.74,4.63,3.62,3.74,1.16,1.05,0.79,0.9,0.73,0.37,0.6,0.82,0.32,0.52
g_0,4.38,5.18,4.19,4.26,3.72,3.97,0.87,1.61,0.82,1.02,0.87,0.85,0.47,0.97,1.0,0.92
