,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.7,0.77,1.08,1.04,0.65,0.53,0.47,0.63,0.32,0.41,0.33,0.38,0.37,,0.33
f_1,1.43,1.0,1.03,1.12,0.81,0.89,0.4,0.41,0.36,0.43,,0.38,0.27,0.32,0.36,0.26
d_1,1.3,0.97,1.0,0.84,0.91,0.71,0.56,0.41,,0.63,0.4,0.45,0.46,0.36,0.25,0.2
c_1,0.92,0.89,1.19,1.0,1.39,0.86,0.58,0.37,0.38,,0.34,0.37,0.47,0.42,0.33,0.34
b_1,0.96,1.23,1.1,0.72,1.0,1.15,0.45,0.44,0.46,0.54,0.42,,0.42,0.3,0.36,0.31
a_1,1.55,1.13,1.41,1.16,0.87,1.0,0.66,0.6,0.49,0.58,0.55,0.64,0.4,,,0.34
h_1,1.89,2.51,1.78,1.71,2.24,1.51,1.0,0.98,0.86,0.65,0.59,0.87,,0.57,0.6,0.99
g_1,2.15,2.42,2.46,2.67,2.25,1.67,1.02,1.0,0.75,0.99,1.02,1.05,0.46,0.63,0.62,
d_0,1.58,2.81,,2.65,2.19,2.03,1.16,1.33,1.0,0.89,0.84,0.82,0.77,0.81,0.73,0.74
c_0,3.16,2.33,1.59,,1.84,1.72,1.53,1.01,1.12,1.0,1.19,1.25,0.83,0.81,0.61,0.64
f_0,2.42,,2.53,2.98,2.41,1.83,1.71,0.98,1.19,0.84,1.0,0.91,0.83,0.83,1.06,0.68
b_0,3.06,2.63,2.21,2.71,,1.55,1.15,0.95,1.22,0.8,1.09,1.0,0.98,1.07,,0.8
h_0,2.63,3.67,2.18,2.11,2.37,2.48,,2.16,1.31,1.21,1.21,1.02,,0.77,0.77,1.04
a_0,2.71,3.17,2.8,2.38,3.29,,1.76,1.6,1.24,1.23,1.2,0.94,1.29,1.0,,1.13
e_0,,2.82,4.08,3.0,2.79,,1.67,1.61,1.36,1.65,0.94,,1.3,,1.0,0.93
g_0,3.06,3.81,4.96,2.93,3.21,2.97,1.01,,1.35,1.56,1.48,1.24,0.96,0.88,1.07,
