,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,108.47,100.07,82.83,94.13,106.03,343.57,8956.67,16700.66,22828.39,28659.41,38640.11,28749.76,107241.47,98638.37,113153.56,177262.75
e_1,60.69,115.02,73.0,107.97,115.27,411.13,10666.51,19229.63,23033.27,50176.71,38686.4,41220.56,113439.43,116437.49,120521.11,204547.73
d_1,62.08,67.17,136.58,69.41,99.98,349.98,10056.4,28611.62,18143.51,25167.07,44295.75,44946.76,110670.92,108016.71,153106.0,167003.82
c_1,54.5,55.21,81.17,147.11,157.22,306.95,8504.2,10534.92,19166.84,21333.36,27641.37,36864.64,95990.32,100284.85,127347.07,168141.94
b_1,54.05,50.87,82.12,67.45,169.88,604.98,9319.09,15394.91,17703.04,24293.6,28431.78,31129.71,98533.63,73391.9,124941.67,184054.39
a_1,38.96,35.07,51.65,63.1,44.54,488.58,6431.51,11976.66,12787.59,16723.79,25606.59,23089.99,64047.06,54763.49,77994.07,114662.24
h_1,19.49,16.03,22.47,21.67,25.7,84.43,3495.56,4486.79,6367.44,7728.99,10219.58,10079.07,23802.17,22916.35,31891.07,58432.06
c_0,15.16,14.14,16.45,20.63,19.56,75.08,2130.15,5309.0,3928.31,6237.3,13366.88,8443.41,23667.76,26740.12,33210.27,37156.36
g_1,11.11,11.6,22.35,17.61,20.45,75.45,1771.8,4137.35,6486.29,5416.83,6678.95,10431.61,21302.49,23575.78,29850.33,31023.06
d_0,12.49,10.29,10.92,27.81,19.04,69.89,1495.78,2883.23,3677.09,6853.73,6602.43,6473.52,19628.43,20677.76,22667.27,33110.92
b_0,11.58,11.37,13.93,17.37,16.32,43.88,1317.01,2889.75,4302.48,5636.86,8813.85,6199.54,20971.21,31840.51,25581.22,34824.83
f_0,9.86,9.87,13.87,16.97,21.17,64.89,1652.52,3175.94,3314.91,4997.63,7023.14,8747.44,20882.6,20043.0,42597.82,26737.62
h_0,9.65,7.92,10.37,12.26,12.8,47.69,1050.92,2426.22,3216.05,3782.68,4856.12,4226.89,11994.49,13270.2,17120.37,30622.18
a_0,8.63,7.78,10.1,11.78,15.16,33.36,1416.14,2249.78,2469.92,3756.98,3858.38,4776.37,14645.91,19208.49,17412.59,24536.15
e_0,7.32,6.17,8.86,10.8,13.8,40.22,1179.98,1964.79,2477.56,3316.68,4208.4,3354.94,12455.77,12141.78,24380.93,22888.75
g_0,6.55,6.28,12.25,10.33,10.4,35.75,949.07,2061.77,2019.41,2772.67,3614.83,5907.14,9356.89,10631.35,15427.51,17652.22
