,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,94.72,101.68,94.55,130.59,152.59,458.33,9328.96,20357.26,31263.27,31178.87,46937.21,48158.17,107342.84,147144.52,134422.38,239320.3
e_1,57.25,103.78,88.69,162.22,172.76,493.31,9304.87,19460.39,42733.47,32206.86,47657.36,60415.79,112820.56,134926.36,144418.56,249546.38
d_1,61.31,64.14,136.61,94.97,145.95,438.1,9314.04,17621.47,21588.09,44396.5,47862.03,53135.15,101916.61,124156.16,149074.95,215920.57
c_1,51.15,47.83,87.11,169.1,217.54,425.61,8076.18,15005.34,17725.13,19698.91,30406.35,41393.26,86110.35,100155.12,130016.3,175417.74
b_1,48.38,55.24,72.53,85.51,209.81,651.29,7714.12,15186.28,19144.24,26046.1,30622.22,39684.81,79339.83,71759.85,123990.38,166592.22
a_1,36.37,35.61,55.46,70.27,76.03,529.45,5113.44,9695.71,15028.26,18478.23,24536.46,27300.16,64883.75,56344.44,86474.58,143010.72
h_1,19.66,17.47,25.01,29.05,37.53,122.78,3086.31,5854.95,6008.05,7423.48,11529.58,13794.35,25239.1,33842.54,36324.47,70534.71
g_1,11.79,13.0,25.79,26.51,30.61,110.01,1776.23,5511.09,4958.11,6273.08,8473.66,13992.41,20703.9,22142.84,35175.73,43897.06
d_0,11.0,10.9,15.69,38.45,33.93,84.98,1792.13,3661.12,6154.81,4478.84,8669.65,9461.01,19279.72,23907.12,28183.92,43295.2
c_0,11.58,12.18,16.79,21.96,23.74,93.82,1833.18,3513.99,5453.62,6924.43,12556.33,10072.59,18843.33,28129.81,29279.44,44755.11
b_0,10.45,10.24,16.35,22.8,21.1,71.66,1556.74,3364.24,4428.82,4652.76,9101.17,8409.22,18569.18,32520.67,26137.65,39058.97
f_0,8.41,8.24,16.19,22.04,26.37,85.56,1568.21,2941.62,3984.06,5052.69,7362.21,10825.91,16439.54,19983.09,38170.08,34129.06
h_0,9.35,8.25,12.86,15.91,18.84,57.15,1023.42,2876.45,3335.66,4086.28,6189.47,6691.95,12844.85,15517.04,21162.17,32934.21
a_0,6.98,7.8,11.37,15.77,19.49,43.83,1091.85,2582.02,3076.84,3206.88,4333.08,6339.74,12654.52,20712.51,17486.11,27963.22
e_0,7.63,6.14,10.94,14.55,16.14,58.04,1087.82,2298.07,2748.89,3388.11,5172.5,5412.27,12042.98,12481.97,24025.62,24961.55
g_0,5.79,6.13,12.42,13.6,15.43,40.43,853.88,1908.92,2310.02,3098.27,4586.75,7233.06,10210.64,12977.01,16844.47,22307.44
