,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.06,1.58,2.45,2.58,2.25,1.91,1.08,1.03,0.69,0.82,0.75,0.71,0.69,0.53,0.99,0.63
f_1,2.33,1.06,2.09,2.81,1.92,2.2,0.72,0.91,0.63,0.6,0.58,0.99,0.63,0.37,0.58,0.54
d_1,2.67,2.67,1.06,2.12,2.29,1.87,0.9,0.63,0.76,1.21,0.69,0.64,0.6,0.51,0.52,0.38
c_1,2.0,2.32,2.9,1.06,3.12,1.84,0.82,0.67,0.84,0.45,0.63,0.68,0.49,0.53,0.68,0.47
b_1,2.94,3.14,2.43,1.46,1.07,2.8,1.05,0.97,0.88,0.83,1.53,0.71,0.77,0.67,0.6,0.59
a_1,3.92,3.42,3.65,3.68,2.08,1.07,1.52,1.79,1.19,1.1,1.32,1.06,1.5,0.93,0.77,0.8
h_1,4.96,6.23,5.14,5.91,5.78,4.3,1.33,2.01,1.61,1.61,1.75,1.46,1.46,1.58,1.38,1.46
g_1,6.08,7.48,7.43,8.68,7.36,5.38,2.24,1.34,1.98,2.23,2.16,2.45,1.99,1.19,1.84,1.65
c_0,8.11,7.37,4.58,13.43,6.76,7.06,3.01,2.99,1.54,2.92,2.17,2.17,2.35,1.58,1.61,1.52
d_0,4.71,7.3,11.34,8.96,7.66,6.56,3.35,3.13,2.31,1.56,2.46,2.22,1.74,1.52,1.71,1.74
b_0,7.2,8.77,6.63,12.04,8.25,4.97,2.74,2.92,1.43,2.55,1.5,2.12,2.67,1.97,1.77,1.66
f_0,8.42,11.97,8.36,8.12,8.71,7.13,3.71,1.88,2.23,2.33,2.34,1.52,2.16,2.15,2.44,1.22
a_0,9.59,9.09,10.12,12.39,10.65,11.21,4.01,3.73,2.49,3.87,1.65,3.45,1.58,2.27,2.38,2.88
h_0,9.99,11.91,10.7,10.72,9.95,7.92,5.63,4.25,2.92,3.51,2.5,2.7,2.59,3.22,2.31,2.28
e_0,15.19,14.61,11.26,10.88,10.19,10.33,4.75,3.91,3.49,3.78,3.47,1.88,3.18,2.68,1.65,1.92
g_0,11.26,12.31,12.29,11.56,10.85,8.95,3.48,5.48,3.21,3.61,3.25,3.47,2.47,2.09,2.76,2.86
