,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.94,0.38,0.41,0.47,0.38,0.25,0.32,0.27,0.46,0.24,0.26,0.26,0.24,0.21,0.14,0.21
f_1,0.74,0.94,0.34,0.37,0.3,0.23,0.27,0.22,0.25,0.2,0.17,0.23,0.22,0.17,0.1,0.18
d_1,0.4,0.53,0.94,0.36,0.38,0.32,0.3,0.22,0.17,0.46,0.22,0.26,0.24,0.17,0.21,0.18
c_1,0.4,0.47,0.42,0.94,0.63,0.24,0.33,0.24,0.23,0.13,0.23,0.2,0.25,0.17,0.17,0.2
b_1,0.45,0.49,0.39,0.36,0.94,0.49,0.33,0.3,0.28,0.28,0.28,0.16,0.25,0.16,0.21,0.19
a_1,0.54,0.6,0.46,0.5,0.34,0.94,0.3,0.27,0.32,0.29,0.29,0.33,0.38,0.21,0.19,0.26
h_1,0.61,0.87,0.7,0.51,0.53,0.43,0.76,0.51,0.37,0.38,0.38,0.35,0.29,0.3,0.29,0.33
g_1,0.65,0.68,0.98,0.63,0.5,0.45,0.41,0.75,0.36,0.39,0.56,0.45,0.37,0.3,0.32,0.24
d_0,0.55,0.78,0.44,1.17,0.66,0.47,0.5,0.47,0.67,0.33,0.43,0.44,0.37,0.27,0.32,0.35
c_0,0.72,0.91,0.62,0.51,0.56,0.52,0.55,0.49,0.51,0.65,0.45,0.78,0.44,0.35,0.41,0.4
f_0,0.65,0.62,0.83,0.74,0.64,0.42,0.54,0.41,0.47,0.46,0.67,0.44,0.5,0.35,0.63,0.33
b_0,0.76,0.88,0.71,0.79,0.43,0.39,0.54,0.41,0.48,0.32,0.52,0.65,0.44,0.54,0.37,0.46
h_0,0.81,1.11,0.77,0.81,0.68,0.38,0.48,0.56,0.48,0.41,0.41,0.48,0.34,0.32,0.35,0.47
a_0,0.81,0.96,0.89,0.78,0.73,0.29,0.65,0.47,0.5,0.48,0.57,0.38,0.62,0.61,0.42,0.43
e_0,0.62,1.1,0.76,0.93,0.74,0.63,0.6,0.5,0.52,0.46,0.37,0.46,0.47,0.3,0.62,0.43
g_0,0.79,0.8,1.15,0.83,0.81,0.49,0.61,0.44,0.48,0.43,0.68,0.44,0.47,0.34,0.39,0.35
