,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.52,1.62,1.52,2.04,1.65,1.52,3.48,3.42,3.4,5.5,3.52,3.5,4.22,4.63,3.63,4.34
f_1,2.28,2.53,1.48,1.8,1.43,1.66,2.88,3.38,3.25,3.94,3.5,2.89,3.94,4.21,3.16,4.08
d_1,1.69,1.84,2.57,1.38,1.71,1.64,3.23,3.08,5.29,3.2,4.05,3.77,3.98,4.42,3.71,4.54
c_1,1.44,1.47,1.77,2.59,2.7,1.74,3.19,3.01,2.71,2.91,2.59,3.84,2.75,4.75,4.13,4.67
b_1,1.65,1.92,1.59,1.41,2.67,2.76,3.22,3.16,3.7,3.3,3.77,3.7,3.35,4.42,3.98,4.36
a_1,1.72,1.75,1.88,1.84,1.35,3.28,3.22,3.33,3.27,3.67,3.89,3.58,3.34,5.16,3.52,4.97
h_1,1.58,2.08,1.78,1.79,1.64,1.63,4.2,3.68,3.53,3.45,3.73,3.65,3.78,4.18,3.49,5.71
g_1,1.44,1.61,2.25,1.82,1.78,1.65,3.31,4.78,3.72,3.29,3.83,5.13,3.79,4.3,4.66,4.69
c_0,1.86,1.91,1.69,1.68,1.54,1.61,3.38,3.7,4.64,3.85,5.65,4.27,5.21,5.16,4.35,4.93
d_0,1.48,1.66,1.34,2.7,2.03,1.72,3.25,3.43,2.67,4.55,3.31,3.99,3.35,4.29,3.91,4.81
b_0,1.76,1.85,1.77,2.05,1.43,1.47,3.1,3.26,3.76,3.86,4.89,4.08,6.77,5.63,4.47,4.86
f_0,1.57,1.82,1.99,1.72,1.82,1.81,3.36,3.14,3.86,3.69,3.63,4.89,3.48,5.19,6.78,4.39
a_0,1.57,1.68,1.71,2.26,1.76,1.35,3.3,3.55,3.39,4.22,3.28,4.13,5.4,5.21,4.09,5.34
h_0,1.7,2.02,1.85,1.72,1.77,1.44,2.88,3.99,3.51,3.79,3.51,3.36,3.64,4.19,3.87,5.39
e_0,1.5,1.92,1.94,1.72,1.79,1.92,3.71,3.27,3.92,3.59,4.11,3.56,3.97,5.24,5.63,4.65
g_0,1.54,1.7,2.28,1.64,1.81,1.55,2.9,2.87,3.89,3.25,3.58,5.05,3.32,4.59,4.8,4.4
