,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.57,0.98,1.02,1.03,0.82,0.47,0.6,0.38,0.46,0.43,0.49,0.34,0.42,0.59,0.36
f_1,0.98,0.41,0.82,0.91,0.85,0.72,0.38,0.5,0.36,0.39,0.38,0.46,0.26,0.38,0.36,0.4
d_1,0.96,0.94,0.4,0.82,0.83,0.92,0.48,0.33,0.42,0.7,0.38,0.35,0.3,0.38,0.42,0.24
c_1,0.7,0.82,1.14,0.38,1.08,0.88,0.48,0.41,0.56,0.25,0.36,0.38,0.33,0.44,0.33,0.31
b_1,0.84,1.07,0.83,0.53,0.36,1.15,0.58,0.52,0.51,0.44,0.64,0.41,0.43,0.31,0.4,0.35
a_1,0.99,1.24,0.8,1.06,0.49,0.31,0.49,0.48,0.38,0.51,0.44,0.31,0.37,0.99,0.43,0.39
h_1,0.81,0.82,0.79,0.84,0.7,0.67,0.25,0.5,0.34,0.34,0.34,0.34,0.38,0.34,0.28,0.37
g_1,0.69,0.88,0.8,0.87,0.89,0.74,0.31,0.23,0.4,0.37,0.33,0.36,0.27,0.29,0.33,0.35
c_0,0.85,0.93,0.48,1.46,0.8,0.78,0.42,0.4,0.25,0.45,0.41,0.37,0.3,0.37,0.39,0.3
d_0,0.52,0.78,1.09,0.98,0.89,0.66,0.44,0.48,0.34,0.25,0.4,0.38,0.33,0.32,0.31,0.34
b_0,0.72,0.85,0.77,1.06,1.11,0.68,0.43,0.45,0.22,0.3,0.24,0.3,0.3,0.4,0.36,0.26
f_0,0.68,1.46,0.81,0.75,0.71,0.86,0.48,0.32,0.34,0.35,0.35,0.24,0.35,0.31,0.4,0.19
h_0,0.8,0.93,0.71,0.8,0.62,0.71,0.67,0.42,0.34,0.37,0.36,0.29,0.38,0.28,0.37,0.35
a_0,0.75,0.81,0.72,0.76,1.11,0.91,0.41,0.5,0.33,0.4,0.22,0.42,0.4,0.21,0.37,0.25
e_0,0.95,0.91,0.71,0.7,0.72,0.77,0.49,0.41,0.34,0.37,0.36,0.22,0.28,0.35,0.2,0.37
g_0,0.68,0.79,0.85,0.79,0.82,0.66,0.34,0.55,0.36,0.33,0.39,0.45,0.23,0.35,0.33,0.41
