,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11573.48,3311.11,2848.96,5892.33,9793.34,57597.69,3074433.15,6889267.45,10196467.99,20074447.28,16300649.83,26751488.79,112253327.33,119583368.18,80192558.81,237351792.43
f_1,5278.39,12641.62,3174.81,4611.25,7600.58,49520.54,2688324.79,5680643.13,9756291.06,9454143.76,14650885.27,12375992.96,102377513.14,102635764.77,86949478.2,182672644.29
d_1,2835.47,3696.81,12974.54,3495.58,8071.11,51011.66,3625469.18,7918524.25,18337891.34,5458040.4,17579655.8,28177704.9,108342718.74,130667967.64,144459282.3,234164030.02
c_1,2854.45,3094.99,2421.78,21426.78,21298.9,40036.16,2438338.21,6205727.27,4197665.16,11642381.84,11372961.72,23750108.66,100574928.48,119834326.56,127381975.84,192600863.63
b_1,2481.87,3310.22,3086.66,4935.96,51643.94,129468.79,2710707.05,6476206.39,9189230.47,8864326.32,6749040.54,20185406.06,94663306.27,94815154.08,132507166.87,196162996.95
a_1,2829.22,2970.34,3863.98,5939.98,7896.31,455971.12,3286975.06,5802356.89,8954234.86,12284131.72,13136937.12,24341585.65,146327998.62,52745030.91,134698901.12,250602206.42
h_1,3400.75,5322.9,4194.51,5920.96,10583.79,58670.33,8510291.19,10879582.89,11225519.69,10799399.19,16887120.03,23874344.12,76229215.89,163518685.6,161479634.19,385905308.9
g_1,2586.62,3136.25,7021.64,4670.74,10707.76,64434.4,3859373.01,24525732.89,12494054.31,8934663.74,13749063.18,52216270.35,137541265.87,140427503.3,161901325.44,174033188.1
c_0,3955.91,4354.54,4532.42,4061.2,8703.09,67964.86,3667046.43,9053191.25,22135424.42,12107183.02,33242953.12,32906946.26,150043365.34,184247434.79,173442699.76,303827170.57
d_0,3394.64,3680.99,1861.36,12100.21,13256.65,55722.17,3340912.38,8088366.22,9092150.58,24827553.48,15628581.31,32560693.42,129179262.06,175368712.18,173980374.96,274224923.79
b_0,4110.95,4326.79,4083.13,5809.36,6695.74,49935.38,3973378.86,8148580.25,11977353.94,15153752.51,35829097.82,36068085.98,153731524.75,323731502.9,212987028.34,276790622.47
f_0,2462.72,2913.56,4432.12,7156.26,10731.85,65093.63,3913515.43,9555032.07,12908028.57,15755197.64,20281174.84,65763648.89,159402841.04,176867875.79,411904865.19,253011665.12
h_0,3505.97,6216.85,4395.71,5116.98,9844.01,62231.87,2464963.52,10187267.91,12360162.11,13399862.72,15388521.96,32874473.27,94592556.41,170044079.16,175795078.58,373906933.16
a_0,3841.8,3744.52,5241.39,5957.2,12502.58,42184.27,3627002.39,8520502.87,13656217.51,11527690.42,18372388.12,27113910.3,144117455.06,356197470.75,137523211.04,283974181.45
e_0,2059.82,4378.17,4530.41,7727.16,12525.53,62881.35,3920528.9,8637374.95,11271079.73,14322003.81,21561450.89,33725056.08,147991580.19,186833522.89,456711720.76,291607896.01
g_0,3492.39,3887.73,6173.31,5233.69,10278.31,62611.27,4126109.57,6311891.59,12154351.76,11421251.53,18362774.11,47400938.7,112875151.35,167263435.57,178462983.32,196162996.95
