,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,a_0,h_0,e_0,g_0
f_1,0.66,1.62,1.35,1.39,1.18,1.1,0.51,0.5,0.8,0.42,0.67,0.48,0.42,0.35,0.47,0.47
e_1,0.91,0.66,1.15,1.77,1.71,1.39,0.68,0.65,0.65,0.57,0.58,0.55,0.46,0.46,0.63,0.42
d_1,1.45,1.79,0.65,1.42,1.24,1.35,0.61,0.86,0.41,0.64,0.49,0.47,0.41,0.36,0.49,0.28
c_1,1.48,1.21,1.83,0.64,1.72,1.28,0.66,0.32,0.69,0.79,0.46,0.5,0.51,0.38,0.48,0.42
b_1,1.86,1.34,1.9,0.94,0.63,1.63,0.73,0.61,0.69,0.63,0.65,0.73,0.56,0.5,0.5,0.54
a_1,2.23,1.71,1.65,1.9,1.11,0.57,1.0,0.85,0.76,0.7,0.67,1.07,2.11,0.55,0.53,0.54
h_1,2.43,2.0,2.04,2.18,2.13,1.83,0.58,0.74,0.98,0.69,0.72,0.66,0.65,0.92,0.65,0.62
d_0,2.7,1.4,3.03,2.86,2.47,1.84,1.2,0.64,1.12,0.88,0.82,0.89,0.84,0.71,0.82,0.83
g_1,2.3,2.42,2.72,2.18,2.33,2.13,0.81,0.96,0.55,0.77,0.85,0.98,0.74,0.59,0.84,0.93
c_0,2.71,2.37,1.46,3.97,2.71,2.07,1.08,1.06,1.29,0.62,0.82,1.05,0.94,0.76,0.85,0.76
f_0,4.05,2.25,2.45,2.57,2.15,2.1,1.31,1.0,0.9,0.77,0.6,0.95,0.76,0.75,1.12,0.46
b_0,2.82,2.34,2.19,3.29,4.45,1.81,1.23,0.9,1.03,0.55,0.82,0.59,1.13,0.84,0.92,0.73
a_0,3.73,2.65,2.88,3.04,3.45,2.81,1.36,1.08,1.22,0.8,0.89,0.55,0.6,0.89,0.9,0.74
h_0,2.77,2.85,2.97,2.96,2.59,2.51,1.42,1.04,1.28,0.95,0.93,0.98,0.92,1.21,0.93,0.89
e_0,3.87,4.23,2.43,2.67,2.78,3.07,1.52,0.93,1.26,0.95,0.57,1.07,0.91,0.81,0.58,0.71
g_0,2.94,3.05,3.31,2.85,2.7,3.18,1.12,1.0,1.56,1.03,1.33,1.12,0.97,0.69,1.05,1.16
