,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.44,4.76,4.45,5.17,4.53,1.54,0.91,1.24,0.71,0.82,1.07,0.75,0.8,1.92,0.85
f_1,3.96,1.13,4.1,4.27,4.76,3.89,0.85,0.97,1.47,0.89,1.04,1.38,0.42,0.93,0.76,0.69
c_1,3.63,4.93,1.12,7.16,4.81,3.97,1.19,0.53,1.51,1.78,0.83,1.03,0.72,0.86,0.8,0.64
d_1,5.32,4.75,5.14,1.11,5.34,4.71,1.32,3.0,0.79,0.94,0.88,0.98,0.66,0.87,1.03,0.45
b_1,6.58,6.57,2.87,5.47,1.12,6.69,1.83,1.31,1.91,1.86,2.84,1.2,1.12,1.24,1.23,0.98
a_1,9.17,10.76,9.42,8.28,3.59,1.14,2.5,1.86,2.87,1.54,2.58,1.65,1.44,5.69,1.62,1.37
h_1,17.07,18.77,18.27,16.11,15.06,13.65,1.75,2.88,4.35,3.2,3.25,2.91,3.22,3.16,2.55,2.56
d_0,10.63,17.3,19.0,29.6,20.71,20.83,6.26,2.2,6.74,3.9,4.22,4.1,3.37,3.54,4.62,3.66
g_1,19.93,20.88,23.42,16.11,20.41,25.37,4.43,4.38,1.78,3.6,4.1,3.35,2.37,3.88,3.53,4.22
c_0,20.95,19.28,57.33,10.95,22.89,21.75,7.46,7.79,5.66,2.27,4.41,4.14,2.97,3.81,3.88,2.94
b_0,18.34,19.72,32.6,17.86,37.55,19.4,6.06,5.45,5.77,2.36,2.23,3.69,3.01,4.64,3.88,2.83
f_0,22.08,44.67,24.81,22.51,24.07,21.99,8.72,5.36,4.18,5.46,4.88,2.25,3.43,5.18,5.17,2.11
h_0,28.58,31.51,29.95,27.38,24.49,27.11,9.95,6.26,9.01,5.77,6.42,5.76,5.99,5.61,4.85,3.18
a_0,27.51,30.69,34.64,26.5,38.58,65.97,9.46,9.05,9.7,5.46,3.32,5.83,4.09,2.52,5.46,4.03
e_0,50.51,49.01,31.97,32.53,29.96,25.05,7.68,6.91,8.31,7.12,5.91,2.9,4.43,5.25,2.46,3.74
g_0,38.01,34.6,33.93,35.33,33.52,30.92,7.32,9.18,15.24,7.56,6.64,6.49,3.54,6.52,6.26,6.3
