,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.68,0.55,0.86,0.61,0.57,0.76,0.79,1.32,0.69,0.88,0.86,0.99,0.65,0.53,0.83
f_1,1.1,1.52,0.61,0.61,0.64,0.48,0.69,0.68,0.87,0.86,0.74,0.37,0.71,0.73,0.47,0.68
d_1,0.7,0.83,1.55,0.57,0.69,0.55,0.76,0.65,0.54,1.23,0.86,0.72,0.99,0.69,0.76,0.7
c_1,0.56,0.7,0.83,1.54,1.1,0.45,0.8,0.71,0.63,0.35,0.59,0.76,0.79,0.67,0.61,0.79
b_1,0.7,0.68,0.76,0.55,1.6,1.12,0.71,0.79,0.87,0.89,0.56,0.86,0.84,0.6,0.6,0.76
a_1,0.78,0.83,0.76,0.97,0.47,1.74,0.96,0.82,0.86,0.71,0.78,0.94,0.95,0.43,0.68,0.76
h_1,0.9,1.18,0.94,0.95,0.95,0.59,1.75,1.26,0.98,0.98,1.06,0.91,0.78,0.88,0.94,1.16
g_1,0.78,0.81,1.35,0.94,0.81,0.67,0.8,1.79,0.9,1.17,0.91,1.63,1.05,0.89,1.05,0.93
d_0,0.85,0.94,0.65,1.69,0.69,0.67,1.07,1.05,1.55,0.88,1.19,1.1,1.24,0.96,0.97,1.16
c_0,1.07,0.96,0.91,0.95,0.74,0.73,1.16,0.98,1.29,1.62,1.65,1.17,1.37,1.11,1.15,1.33
b_0,0.94,1.03,1.06,1.12,0.45,0.57,1.11,1.11,1.2,1.0,1.7,1.22,1.3,1.75,1.0,1.28
f_0,0.96,0.85,1.13,0.99,0.88,0.68,1.07,0.94,1.08,1.02,1.14,1.64,1.24,0.99,1.94,1.13
h_0,0.91,1.42,0.89,1.0,0.87,0.76,0.96,1.39,1.01,1.06,1.12,1.14,1.03,1.14,1.06,1.36
a_0,1.11,1.0,1.08,1.11,1.07,0.63,1.21,1.12,1.24,1.04,0.95,1.19,1.24,1.73,0.97,1.22
e_0,0.64,1.23,1.03,1.32,0.92,0.91,1.23,0.97,1.36,1.19,1.47,0.92,1.24,1.1,1.78,1.23
g_0,0.98,1.0,1.51,0.96,0.85,0.93,1.1,0.9,1.1,1.13,1.21,1.58,1.35,1.04,0.98,0.72
