,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,13698.17,6984.65,9420.19,6364.01,15424.17,43952.25,6879797.24,32787213.56,21891636.65,18341365.28,44144037.42,54604413.82,237339011.01,292637901.69,240763580.82,403732442.21
f_1,9795.77,16661.84,6792.13,7763.8,12470.89,43030.15,6416759.47,18438038.53,20636919.31,17218316.56,41374388.76,29971775.4,243754837.5,288912251.29,177484803.96,417904929.07
c_1,5213.95,6943.02,17278.31,7207.58,27383.46,47407.89,5907113.15,18455059.05,13671051.08,15672153.71,25796050.75,52697024.63,247910690.67,252241297.34,247765338.9,424520929.83
d_1,6086.46,7600.35,6241.83,17744.07,16555.67,42329.88,6468098.9,13757112.52,34760492.03,18560881.44,53983489.52,53728549.94,272222648.68,238368708.36,287251671.92,398905025.62
b_1,5985.73,8093.46,6733.99,8129.58,40833.03,83130.34,7111683.87,18049529.82,22361360.36,16973498.72,32675840.27,49192549.02,251197190.94,185498988.65,248897713.95,433575160.36
a_1,6371.21,7864.07,8085.74,8115.76,12477.33,159486.88,7184606.22,20767855.15,19252091.42,18704351.61,43152204.52,56854134.98,286635253.15,184006590.04,318854860.87,404257573.2
h_1,6553.24,9765.29,8209.37,8395.65,15551.76,40452.8,12292789.97,18597272.39,20029867.39,23705457.44,41597795.46,52461188.85,222334706.22,283413957.91,320908618.9,570913333.98
d_0,6331.2,6918.21,12976.65,6001.59,17484.99,45016.66,6625379.74,30290422.43,15962448.96,17216685.68,42845389.35,54637593.77,285663713.55,280361096.91,295067937.1,463880791.92
c_0,6699.87,8943.8,7168.24,9049.08,11712.28,48395.94,7714911.21,21384844.74,31511620.6,18297056.12,82654190.01,48895273.2,298202939.77,386823187.75,342470604.04,484023587.93
g_1,6135.36,6523.47,7854.17,12713.15,14669.97,45895.46,6381399.23,18099324.69,22024871.68,37818986.37,44952797.65,80075518.05,267954764.5,271814433.09,309738740.44,374206431.25
b_0,6282.01,8165.85,9685.95,8646.25,13442.44,37095.11,7485715.45,20485330.41,21909547.13,19215966.16,74288150.99,50820611.52,296958566.92,558354760.04,291086399.86,488188399.95
f_0,5469.12,6996.27,9696.02,8251.57,19395.97,48731.24,7653035.86,21796630.75,21848597.22,19222746.67,47868039.48,93285806.46,307554237.08,303260760.59,594701009.75,450886455.36
h_0,6079.97,10433.5,8544.32,8690.2,16477.02,42566.0,5621904.34,18780767.46,20364169.83,21444224.01,46305803.89,51906074.91,245269328.66,318486486.54,285608459.82,569119419.34
a_0,6502.54,9299.93,7978.67,8787.39,16352.24,36711.74,7967058.57,19601872.14,21719928.71,20441750.12,48237616.85,55650493.02,343254348.77,536224845.77,291703762.32,486062143.85
e_0,5441.55,8905.34,7970.72,8414.55,15946.88,52939.29,8360934.1,18701680.76,21370330.01,19737548.14,49240957.67,55051285.37,287259684.49,361545670.18,547481066.72,492559101.85
g_0,5625.49,7365.09,7495.89,10873.73,16869.32,42678.41,7453127.19,16954299.45,22737749.91,19730196.24,46695216.33,80236835.32,262786288.74,334423044.66,367218060.23,413732301.93
