,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.3,4.9,4.65,5.36,3.58,1.32,1.0,1.34,0.93,0.88,1.11,0.65,0.87,1.65,0.69
f_1,4.57,1.12,4.44,4.1,5.08,3.79,0.88,1.06,1.49,0.8,0.86,2.12,0.51,0.72,0.86,0.71
c_1,3.53,5.04,1.12,5.41,4.25,6.01,1.28,0.52,1.51,2.02,0.94,0.89,0.66,0.95,0.82,0.75
d_1,5.88,5.41,5.31,1.11,4.98,4.54,1.62,2.04,0.77,0.85,0.89,0.83,0.58,0.97,0.97,0.43
b_1,5.77,7.72,3.02,5.8,1.13,5.71,1.59,1.31,1.79,1.63,3.28,1.17,1.08,1.6,1.11,0.94
a_1,10.33,7.7,9.51,10.18,3.8,1.14,2.94,2.18,3.06,1.69,2.25,1.72,1.18,3.75,1.62,1.17
h_1,15.47,17.85,14.41,17.09,16.47,13.63,1.71,3.5,5.31,3.03,3.44,3.45,4.27,3.82,3.66,2.28
d_0,9.58,18.92,22.03,39.44,21.33,18.43,5.8,2.2,7.25,3.84,3.97,3.79,2.87,3.68,3.93,3.48
g_1,20.6,23.84,20.2,15.0,19.69,17.92,4.04,4.22,1.75,4.35,3.56,3.52,2.2,4.15,3.73,3.72
c_0,17.5,21.76,51.73,9.89,19.97,20.37,7.35,6.44,4.92,2.15,4.33,4.07,2.99,3.36,4.76,2.75
b_0,19.02,22.17,29.69,18.58,36.1,21.03,6.18,4.84,7.02,2.38,2.22,4.26,2.99,3.48,4.26,3.56
f_0,19.72,46.41,22.61,21.3,23.47,24.81,6.33,4.99,4.08,4.79,4.2,2.2,3.69,5.01,4.07,1.99
h_0,25.02,31.36,30.76,24.96,29.33,25.13,13.31,7.19,7.25,5.37,5.78,6.31,6.41,5.01,5.66,4.32
a_0,28.9,39.11,34.14,25.98,46.93,60.47,8.87,7.51,11.62,5.55,3.32,6.24,4.9,2.44,6.96,4.63
e_0,44.38,53.55,34.84,33.28,32.37,28.04,10.58,6.76,7.75,5.85,6.56,3.43,5.19,5.76,2.53,4.44
g_0,38.04,47.04,46.14,34.73,33.93,35.18,9.53,7.59,15.32,7.96,8.59,7.13,3.66,7.15,6.7,8.1
