,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.54,1.43,0.93,1.0,0.89,0.71,1.04,1.06,1.06,1.14,1.08,0.87,1.14,0.94,0.78,1.05
e_1,0.99,1.55,0.88,1.18,1.04,0.89,1.19,1.16,1.12,1.81,1.1,1.15,1.3,1.09,0.9,1.22
d_1,1.1,1.07,1.58,0.84,0.92,0.83,1.22,1.78,0.99,1.11,1.39,1.33,1.34,1.08,1.14,1.12
c_1,0.98,0.95,1.09,1.58,1.48,0.81,1.11,0.8,1.03,0.93,0.87,1.17,1.23,0.98,0.93,1.15
b_1,1.09,0.92,1.18,0.89,1.6,1.4,1.28,1.15,1.08,1.08,1.0,1.06,1.32,0.83,1.03,1.29
a_1,1.21,1.03,1.15,1.23,0.88,1.77,1.47,1.33,1.26,1.28,1.4,1.26,1.4,1.04,1.03,1.39
h_1,1.52,1.27,1.32,1.15,1.14,0.9,1.87,1.41,1.62,1.54,1.52,1.48,1.35,1.18,1.2,1.79
c_0,1.44,1.36,1.24,1.36,1.07,0.93,1.47,1.9,1.26,1.54,2.28,1.48,1.66,1.63,1.34,1.42
g_1,1.27,1.19,1.71,1.28,1.2,1.02,1.37,1.65,1.95,1.44,1.37,1.98,1.58,1.39,1.39,1.38
d_0,1.42,1.17,0.99,1.96,1.31,1.06,1.3,1.22,1.34,1.81,1.39,1.39,1.6,1.49,1.12,1.45
b_0,1.48,1.34,1.32,1.49,1.23,0.76,1.31,1.45,1.57,1.73,1.88,1.46,1.79,2.29,1.45,1.7
f_0,1.26,1.21,1.35,1.41,1.49,1.14,1.52,1.54,1.34,1.48,1.65,1.89,1.8,1.54,2.11,1.31
h_0,1.67,1.31,1.42,1.42,1.27,1.05,1.34,1.61,1.68,1.57,1.57,1.43,1.53,1.36,1.29,1.96
a_0,1.56,1.32,1.37,1.46,1.58,0.89,1.83,1.52,1.52,1.63,1.44,1.58,1.78,1.95,1.28,1.68
e_0,1.55,1.24,1.33,1.48,1.5,1.16,1.69,1.5,1.49,1.73,1.57,1.35,1.8,1.54,1.98,1.83
g_0,1.33,1.24,1.82,1.44,1.34,1.03,1.51,1.7,1.41,1.54,1.47,2.14,1.47,1.35,1.45,1.54
