,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.4,1.2,1.04,0.75,0.88,0.85,2.17,1.99,3.75,1.41,2.53,2.33,1.9,2.66,2.14,2.76
f_1,1.0,2.39,1.69,1.06,0.92,0.78,1.67,1.63,1.76,2.09,1.7,1.39,1.76,2.74,1.17,2.05
e_1,0.97,1.04,2.46,1.33,1.0,0.76,1.84,1.58,2.19,3.63,2.11,2.1,2.01,2.47,1.5,2.52
c_1,0.93,1.07,0.98,2.5,1.79,0.81,1.9,1.56,1.58,1.92,1.66,2.08,1.77,2.73,1.82,2.46
b_1,1.08,1.05,1.06,1.07,2.61,1.51,1.76,1.75,1.82,2.09,1.38,2.06,1.5,2.78,1.73,2.3
a_1,1.2,1.17,0.93,1.06,0.95,3.18,1.78,2.07,2.22,2.06,2.18,2.06,1.4,3.23,1.87,2.12
h_1,1.25,1.44,1.02,1.08,1.03,0.77,3.56,2.22,2.21,1.92,2.21,2.21,2.04,2.2,2.27,3.24
g_1,1.61,1.04,1.09,1.15,1.01,0.75,2.01,3.76,2.52,1.83,2.33,3.05,1.76,2.55,2.23,1.89
c_0,1.16,1.31,1.12,1.0,0.88,0.87,2.33,1.99,3.37,2.35,3.86,2.39,2.68,2.81,2.25,2.8
d_0,0.8,1.0,1.06,2.09,1.24,0.75,1.96,1.79,1.67,3.42,2.17,2.25,2.0,3.02,1.87,2.79
b_0,1.11,1.34,1.12,1.25,0.83,0.72,2.28,1.98,2.3,2.52,3.5,2.6,3.71,3.15,2.43,3.13
f_0,1.35,1.02,0.91,1.21,1.04,0.85,2.35,2.05,2.47,2.17,2.38,3.46,2.27,2.77,3.67,3.09
a_0,1.16,1.32,1.1,1.29,1.09,0.62,2.2,2.02,2.25,2.2,1.99,2.51,3.7,3.28,2.42,2.91
h_0,1.17,1.53,1.21,1.01,0.98,0.79,1.72,2.41,2.4,2.28,2.04,2.02,2.01,2.29,1.93,2.84
e_0,1.24,1.23,0.92,1.13,1.0,0.85,2.55,2.24,2.45,2.16,2.72,2.48,2.77,3.25,3.74,2.87
g_0,1.57,1.06,1.05,1.17,0.9,0.82,2.18,1.37,2.57,1.89,2.25,3.3,2.16,2.6,2.43,2.63
