,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.22,0.96,0.47,0.45,0.3,0.36,0.86,0.73,0.91,0.86,0.9,0.29,1.14,0.78,1.0,0.47
e_1,0.55,2.29,0.59,0.4,0.43,0.32,0.89,0.7,1.86,1.09,0.96,0.97,1.27,0.84,1.01,0.44
c_1,0.47,0.45,2.36,0.44,0.92,0.3,0.85,0.77,0.97,0.34,0.6,0.88,1.34,0.66,0.93,0.78
d_1,0.61,0.44,0.39,2.43,0.38,0.37,0.93,0.82,0.38,1.85,1.16,1.16,1.19,0.95,1.42,0.81
b_1,0.52,0.38,0.54,0.46,2.61,0.71,0.89,0.8,1.07,0.85,0.36,0.83,1.38,0.5,1.21,0.67
a_1,0.68,0.5,0.52,0.42,0.4,3.14,0.8,0.8,1.1,0.96,0.73,0.69,1.46,0.29,0.88,0.5
h_1,0.96,0.6,0.49,0.68,0.45,0.42,3.02,1.12,1.04,1.09,1.22,0.81,0.92,0.97,1.78,0.74
g_1,0.53,0.52,0.55,1.01,0.46,0.39,0.94,3.22,1.09,1.14,1.31,1.63,1.65,1.06,0.78,1.14
d_0,0.61,0.51,1.22,0.32,0.52,0.29,1.12,0.97,2.58,0.89,1.21,1.28,1.83,1.23,1.31,1.18
c_0,0.74,0.57,0.39,0.73,0.32,0.47,0.87,1.06,1.45,2.52,2.58,1.31,1.81,1.31,1.75,1.15
b_0,0.69,0.59,0.54,0.79,0.2,0.41,1.07,1.23,1.11,1.22,2.82,1.22,1.81,2.23,1.41,1.2
f_0,0.39,0.47,0.63,0.79,0.44,0.31,1.13,1.16,1.43,1.44,1.37,3.07,2.04,1.37,1.74,2.34
h_0,0.85,0.56,0.66,0.72,0.52,0.36,0.56,1.44,1.2,1.16,1.33,0.99,0.87,1.05,1.67,0.95
a_0,0.64,0.65,0.7,0.69,0.45,0.21,1.16,1.18,1.11,0.99,1.47,1.36,1.61,3.07,1.37,1.16
g_0,0.61,0.48,0.54,1.04,0.44,0.32,1.04,0.66,0.99,1.07,1.5,1.84,1.63,1.16,0.74,1.09
e_0,0.69,0.25,0.74,0.64,0.75,0.47,0.89,0.84,1.29,1.23,1.49,1.43,2.06,0.84,1.54,3.44
