,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,1.16,1.26,1.73,3.53,16.2,32.92,29.18,33.25,40.62,50.18,65.42,76.92,92.79,137.1
e_1,0.76,1.0,1.26,1.53,1.72,4.08,20.4,37.0,46.4,34.63,33.64,66.15,73.59,99.84,112.02,145.24
d_1,0.86,0.79,1.0,0.99,1.25,2.64,15.35,19.37,26.66,36.52,30.48,42.58,58.23,79.01,95.68,95.06
c_1,0.79,0.65,1.01,1.0,1.6,2.62,15.04,25.12,17.61,20.87,23.83,35.21,57.48,71.68,78.76,90.8
b_1,0.58,0.59,0.81,0.62,1.0,3.73,11.79,16.94,19.67,22.94,26.28,36.84,46.59,47.4,62.74,86.93
a_1,0.29,0.24,0.38,0.38,0.27,1.0,5.83,9.97,8.49,9.11,10.57,16.07,19.08,24.46,29.81,39.06
h_1,0.06,0.05,0.07,0.07,0.09,0.17,1.0,1.88,1.6,1.95,2.08,2.83,3.58,4.04,5.49,8.29
g_1,0.03,0.03,0.05,0.04,0.06,0.1,0.52,1.0,0.89,1.0,1.19,2.11,1.78,3.18,3.55,3.94
d_0,0.03,0.02,0.04,0.06,0.05,0.12,0.62,1.08,1.0,0.94,1.08,1.81,2.37,2.69,3.72,4.53
c_0,0.03,0.03,0.03,0.05,0.04,0.1,0.52,1.03,1.06,1.0,1.51,1.67,2.33,3.12,2.88,4.44
b_0,0.02,0.03,0.03,0.04,0.04,0.09,0.48,0.85,1.0,0.67,1.0,1.38,1.89,3.61,2.77,3.38
f_0,0.02,0.02,0.02,0.03,0.03,0.07,0.35,0.49,0.54,0.6,0.67,1.0,1.28,1.8,2.95,2.16
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.27,0.57,0.42,0.42,0.56,0.78,1.0,1.08,1.4,2.09
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.26,0.34,0.38,0.33,0.3,0.55,0.9,1.0,1.19,1.55
e_0,0.01,0.01,0.01,0.01,0.02,0.04,0.19,0.3,0.26,0.34,0.36,0.35,0.68,0.75,1.0,1.08
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.12,0.26,0.22,0.23,0.3,0.46,0.49,0.65,0.9,1.0
