,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10250.79,1384.94,1982.14,1567.08,2695.33,9747.08,1788258.86,8765760.81,3942205.62,6364239.01,9345450.91,17445287.94,42520764.84,40735427.96,12771084.74,76417580.54
f_1,1871.06,12746.35,1415.75,1813.92,3032.62,10778.13,1796155.62,4545686.08,4307829.85,6176113.97,7667137.12,4508956.79,41332684.84,35850385.92,29508270.95,91568831.72
c_1,952.51,1513.85,17123.87,1468.91,6450.89,10334.91,2102097.74,4469830.83,3858431.48,1171538.97,5015382.98,13210942.57,40932498.51,34267186.97,45207867.25,83532533.01
d_1,988.71,1217.48,942.08,18348.42,3421.1,12133.98,2023708.27,1130720.29,5822486.44,15354314.73,8805469.89,16095846.69,47884456.45,46156799.25,43264299.25,84523941.65
b_1,913.02,1064.22,1774.21,1667.99,39298.13,28411.52,2090154.01,4523798.95,4002831.2,6093098.18,1804030.96,13768379.74,48127234.94,31002644.46,45018701.66,82983044.42
a_1,1051.15,1352.6,2138.48,1491.29,2772.09,228517.1,2287819.68,4798022.46,3372508.51,6139381.19,9765872.69,13702788.64,43236649.53,5233974.77,53077416.48,89066031.64
h_1,1445.77,3337.0,3358.06,3080.03,4519.87,20958.36,14732187.79,5548087.91,9556406.55,10159124.96,12523904.72,18194838.76,35521481.81,63879640.66,89851759.19,191005214.24
d_0,1953.59,2236.46,5614.67,899.58,5033.61,26623.27,4561383.16,22446445.22,6087573.61,9274683.49,14010799.79,25421909.75,69425940.93,48587802.42,75685172.46,91678393.54
g_1,1862.56,2091.25,2510.34,5098.45,4285.91,18444.2,2697102.57,6727056.59,38816928.86,11738271.3,14149877.58,37469093.54,61015545.31,63581694.57,87722155.81,73025079.09
c_0,2558.84,2472.18,1120.51,3395.99,3600.29,27003.27,3560302.55,8383975.98,6664500.52,34249648.19,26526791.07,22338180.5,74128843.98,70117424.32,66582281.45,146186526.22
b_0,2452.02,2043.09,3514.12,3481.5,1749.98,13759.46,4309259.33,8083133.15,6650353.45,12397631.06,42605549.43,30716159.99,77734545.63,115172748.09,99591771.24,164937476.2
f_0,1776.92,1162.69,2711.68,3403.14,6135.83,25055.67,4523182.28,8967253.2,9685315.58,14825030.14,15069522.08,84315870.26,76120758.28,73553305.37,174749286.05,161383187.88
h_0,1512.39,3731.09,2950.46,2983.04,4232.18,18516.53,1797721.6,6799693.62,10469324.45,12002531.58,14551839.67,26366376.98,43238697.85,67893009.48,83094687.25,201082839.64
a_0,2169.55,2052.54,3152.32,4115.54,5008.69,,2731686.42,9488863.22,6975230.6,13085568.29,13941439.39,19415834.54,83865280.69,263712374.98,114310570.33,138819952.34
e_0,722.89,2887.07,3635.79,2624.72,4635.76,28395.19,5251076.84,9424149.33,6689484.59,14342294.06,14516344.11,24837398.94,94723951.48,70553632.97,326733669.79,168635234.2
g_0,1464.9,2228.77,3711.18,4631.42,4008.19,20459.3,2837629.27,7556933.11,4131349.02,9817213.72,16611854.38,35583592.34,107174610.15,74192060.93,88281799.36,81829933.44
