,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,91.71,83.85,64.26,68.37,110.14,280.09,7160.73,16517.03,17683.09,22854.24,28334.29,25486.75,76804.08,74473.63,109730.11,183995.14
e_1,38.59,108.71,74.07,70.93,99.48,325.14,7958.42,31681.3,19222.06,25455.18,27523.84,55370.62,79326.43,72176.48,130553.1,156626.82
c_1,37.52,44.91,134.64,71.59,160.19,251.9,5863.61,12404.22,13506.67,9472.03,22875.59,39117.23,74185.66,62981.74,89522.58,135549.03
d_1,40.86,41.96,51.55,151.67,84.4,266.82,6098.11,11896.85,16445.48,27130.87,27675.5,35004.21,82825.19,70694.0,81384.93,138396.83
b_1,34.65,36.73,42.63,65.32,203.55,377.34,6391.55,11704.98,12340.47,13916.68,11178.17,37677.54,66936.75,44571.9,73896.81,142471.82
a_1,23.86,24.25,39.7,43.73,52.7,479.21,4581.62,10642.93,10598.08,12768.82,15843.97,33841.98,47000.22,30373.24,79731.81,72515.12
h_1,13.63,12.31,17.85,20.78,24.0,65.78,3141.22,4557.24,5965.66,5396.6,8336.27,10607.84,16532.53,18521.02,33888.02,46731.82
d_0,8.02,7.57,23.89,10.97,20.27,60.61,1439.52,5109.53,4339.93,3901.75,6315.94,9376.24,19835.74,16139.96,27186.42,29884.79
g_1,7.36,8.87,13.89,19.78,23.52,47.04,1182.12,2770.24,6537.17,3240.52,5285.35,13516.31,15656.82,16147.25,22615.07,22161.6
c_0,7.57,8.99,11.92,14.31,18.7,48.7,1535.84,3621.63,4027.68,6140.86,9567.24,8655.86,19704.1,16829.68,24672.68,29471.59
b_0,8.17,9.03,13.83,13.05,14.27,41.18,1392.5,3233.97,3193.42,2795.99,7424.16,8783.54,16977.21,25649.92,25761.0,28248.81
f_0,4.86,6.4,11.59,12.65,16.73,31.34,1198.61,2854.64,2536.82,3019.85,4060.62,11311.02,16016.89,16191.54,39153.42,17910.12
h_0,7.72,6.87,7.95,9.72,13.24,37.83,861.68,2000.49,2900.8,2338.57,3785.84,5453.27,7786.19,9685.58,16671.19,26448.06
a_0,5.29,6.67,9.69,9.52,15.14,23.06,979.04,2327.29,2172.57,2606.18,2284.76,5778.56,11936.2,16504.65,16639.27,21180.78
e_0,4.07,3.52,9.21,11.53,13.93,30.11,744.5,1754.98,2368.8,2658.84,2885.12,3702.38,10946.41,8230.9,23089.47,14657.87
g_0,3.86,5.06,7.38,10.81,10.72,30.55,733.57,1650.3,1706.25,2263.12,2684.16,7581.9,7697.19,7543.77,13791.16,13007.36
