,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.35,2.07,2.66,2.03,1.72,0.79,0.93,0.69,0.55,0.65,0.65,0.53,0.52,0.87,0.47
f_1,2.2,1.06,1.79,2.14,2.15,1.68,0.61,0.83,0.66,0.62,0.6,0.72,0.35,0.58,0.45,0.47
d_1,2.72,2.58,1.05,1.82,1.95,1.85,0.78,0.55,0.99,0.69,0.59,0.54,0.58,0.54,0.54,0.33
c_1,1.75,2.46,2.64,1.06,2.66,1.56,0.81,0.79,0.39,0.71,0.54,0.56,0.51,0.52,0.47,0.49
b_1,2.71,2.57,2.39,1.46,1.06,2.94,0.82,0.94,0.91,0.93,1.56,0.77,0.64,0.62,0.67,0.59
a_1,3.28,3.81,3.35,3.66,1.67,1.07,1.55,1.35,1.06,0.98,1.31,1.16,0.75,1.31,0.83,0.62
h_1,5.88,6.65,6.36,5.66,6.07,4.32,1.34,2.68,1.8,1.59,1.59,1.75,1.52,1.49,1.45,1.3
g_1,5.81,6.46,6.99,6.37,6.21,4.93,1.75,1.33,1.79,1.91,1.62,2.09,1.14,1.57,1.81,1.45
d_0,4.19,6.09,8.48,8.26,6.47,5.76,2.54,2.92,1.54,1.78,2.06,2.09,1.71,1.83,1.75,1.56
c_0,8.06,6.7,4.48,11.37,6.22,6.68,2.73,2.27,2.76,1.5,2.34,2.16,1.69,2.19,1.97,1.51
b_0,6.81,7.56,6.62,10.06,8.38,5.61,2.61,2.9,2.07,1.47,1.5,2.0,1.7,2.52,1.63,1.56
f_0,7.03,12.38,8.51,7.92,6.34,5.39,2.99,1.79,2.47,2.01,2.02,1.5,1.69,1.93,2.44,1.19
h_0,7.93,10.64,7.79,9.39,8.54,7.02,4.38,3.52,2.4,2.38,2.28,2.31,2.44,2.5,2.37,1.73
a_0,10.01,9.02,9.42,9.62,11.38,12.33,3.57,3.51,3.13,2.57,1.6,2.72,1.84,1.56,2.31,1.97
e_0,11.86,16.66,8.61,11.94,10.22,8.44,3.54,2.78,3.09,2.49,3.14,1.51,2.23,2.87,1.58,2.12
g_0,10.92,11.36,12.9,11.31,10.12,9.86,3.59,4.38,3.09,3.02,2.69,3.16,2.22,2.89,2.77,3.81
