,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.79,1.28,1.22,1.58,1.41,1.23,4.55,5.16,5.37,10.29,5.88,6.45,9.5,6.77,2.52,10.68
f_1,2.32,5.95,1.08,1.28,1.33,1.12,4.33,3.65,5.3,5.83,5.62,2.12,8.36,5.29,4.17,7.21
d_1,1.09,1.41,6.55,1.09,0.99,1.55,4.95,5.42,12.4,2.75,7.19,6.76,10.09,8.07,7.07,11.78
c_1,1.05,1.33,1.18,7.0,2.42,1.16,4.57,4.94,1.85,6.62,5.0,5.83,8.87,4.44,7.9,8.1
b_1,1.27,1.4,1.17,1.2,7.51,2.28,4.05,3.92,6.5,6.65,2.57,5.68,8.16,4.79,7.41,7.68
a_1,1.39,1.19,1.54,1.37,0.98,10.51,6.49,4.12,5.9,6.05,7.62,6.55,9.67,3.18,7.14,7.45
h_1,1.65,1.99,1.8,1.44,1.14,1.45,16.75,7.17,7.93,6.21,6.39,8.44,6.13,7.92,6.91,16.9
g_1,1.44,1.15,2.69,1.34,1.48,1.42,5.41,18.28,6.93,6.67,8.01,13.92,10.31,6.41,8.37,5.31
c_0,1.48,1.96,2.02,0.9,1.3,1.36,5.81,5.15,15.4,6.71,13.24,8.35,11.02,9.14,9.01,12.71
d_0,1.56,1.88,0.66,3.18,1.62,1.45,6.02,5.39,4.76,15.24,6.74,7.4,12.55,5.78,8.18,8.57
b_0,1.63,1.6,2.02,1.68,0.94,1.09,6.04,6.02,7.96,7.74,17.56,8.75,11.25,16.47,6.74,12.55
f_0,1.32,1.1,1.82,1.96,1.54,1.44,6.02,5.91,7.78,7.73,8.25,18.22,12.91,7.86,16.84,12.08
h_0,1.58,2.42,1.91,1.54,1.24,1.07,3.33,8.02,5.91,7.77,8.79,6.46,7.75,10.07,8.88,14.32
a_0,1.7,1.6,1.76,1.5,1.32,0.81,7.71,6.1,8.72,8.53,7.86,7.95,12.37,22.61,8.71,14.28
e_0,0.68,2.15,1.82,2.01,1.53,1.44,7.7,5.84,7.29,8.08,7.17,6.29,13.59,5.47,24.32,11.92
g_0,1.28,1.21,3.04,1.5,1.32,1.52,5.0,4.74,7.71,6.32,9.3,11.47,12.36,8.51,7.89,7.77
