,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,3.71,8.53,8.22,5.14,5.99,2.24,2.57,2.18,2.33,2.08,1.85,1.88,1.5,,1.41
f_1,7.62,0.67,5.13,6.09,6.48,6.17,1.92,3.69,1.74,1.94,2.31,,1.09,1.67,2.56,1.74
d_1,5.94,6.65,0.65,6.21,6.28,6.03,3.21,1.51,1.99,,1.73,2.62,2.12,2.13,1.84,1.52
c_1,4.82,6.4,7.22,0.64,7.48,5.58,2.6,3.37,,1.42,2.49,1.99,1.67,2.25,2.19,1.69
b_1,5.34,4.87,6.49,3.88,0.63,7.63,2.78,2.91,3.87,2.78,,2.21,2.26,2.61,1.88,1.5
a_1,7.07,7.83,5.58,7.26,4.7,0.58,3.21,3.04,2.9,3.61,3.05,2.32,2.54,,2.43,2.19
h_1,5.18,5.47,4.97,4.51,5.22,4.05,0.6,2.3,2.08,1.77,1.51,2.05,,1.79,,1.74
g_1,4.97,4.9,6.06,4.44,6.36,6.18,1.75,0.59,1.94,2.13,1.95,3.19,1.14,1.76,2.06,
c_0,4.99,5.21,3.57,,3.09,4.16,1.95,2.18,0.71,2.26,2.38,1.66,1.8,1.71,1.44,1.16
d_0,3.51,4.2,,5.14,3.64,4.35,2.81,2.27,1.88,0.71,1.65,2.0,1.93,1.59,1.21,1.54
b_0,5.89,5.89,5.53,4.69,,4.06,2.98,2.76,1.16,1.95,0.66,1.7,1.28,2.38,2.18,1.09
f_0,5.41,,5.5,5.76,5.61,5.91,2.17,1.18,1.79,1.72,1.94,0.66,1.84,1.88,2.63,1.19
h_0,4.73,5.12,3.56,4.19,4.9,3.29,,2.42,1.48,1.17,2.04,1.52,,1.75,1.51,1.37
a_0,6.54,8.14,5.37,6.35,6.25,,2.44,3.18,2.12,2.36,1.19,2.04,1.37,0.62,,1.8
e_0,,5.64,7.08,4.74,5.69,4.85,,2.51,2.29,2.38,2.35,1.29,1.38,,0.61,1.96
g_0,7.25,6.44,4.52,5.47,6.19,5.68,1.57,,2.06,1.67,2.13,1.75,1.06,1.46,1.48,
