,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.94,1.05,0.93,0.71,0.54,0.55,0.45,0.65,0.43,0.49,0.38,0.31,0.36,0.37
f_1,1.32,1.0,0.93,0.95,0.75,0.68,0.41,0.45,0.42,0.4,0.4,0.36,0.28,0.3,0.27,0.28
d_1,1.05,1.08,1.0,0.96,0.8,0.59,0.54,0.36,0.54,0.5,0.47,0.4,0.34,0.3,0.33,0.27
c_1,0.95,1.06,1.04,1.0,1.33,0.54,0.49,0.53,0.4,0.33,0.44,0.38,0.38,0.36,0.33,0.34
b_1,1.07,1.34,1.25,0.75,1.0,1.35,0.55,0.54,0.55,0.45,0.44,0.44,0.4,0.34,0.36,0.34
a_1,1.39,1.48,1.67,1.88,0.74,1.0,0.92,0.64,0.59,0.73,0.62,0.59,0.66,0.49,0.47,0.57
h_1,1.94,2.44,1.9,2.03,1.73,1.21,1.0,0.99,0.82,0.78,0.83,0.67,0.68,0.66,0.63,0.76
g_1,1.88,2.12,2.8,1.95,1.83,1.52,1.04,1.0,0.95,0.82,0.87,1.07,0.73,0.76,0.66,0.69
c_0,2.33,2.4,1.81,2.44,1.73,1.69,1.19,1.0,1.0,1.09,1.27,0.9,0.82,0.78,0.77,0.78
d_0,1.6,2.43,2.06,2.96,2.27,1.38,1.27,1.18,0.9,1.0,0.85,0.85,0.76,0.81,0.77,0.8
b_0,2.36,2.5,2.08,2.38,2.05,1.49,1.22,1.12,0.75,1.14,1.0,0.92,0.99,1.21,0.81,0.72
f_0,2.05,2.81,2.49,2.61,2.16,1.65,1.47,0.97,1.07,1.18,1.1,1.0,0.97,1.0,1.27,0.58
h_0,2.62,3.62,2.99,2.59,2.22,1.59,1.46,1.42,1.18,1.34,0.97,1.06,1.0,0.92,0.88,1.16
a_0,3.09,3.15,3.34,2.8,2.83,2.13,1.48,1.39,1.31,1.14,0.86,1.08,1.06,1.0,0.87,0.9
e_0,2.99,3.63,3.07,3.24,2.64,1.93,1.55,1.46,1.19,1.25,1.3,0.86,1.04,1.27,1.0,1.02
g_0,2.98,3.32,3.76,2.93,2.71,2.07,1.4,1.48,1.29,1.27,1.38,1.65,0.88,1.1,0.96,1.0
