,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,e_0,a_0,g_0
f_1,9055.14,6432.37,6509.87,7430.46,9719.56,37693.08,6630966.0,11657052.96,18811599.78,17045407.58,35712734.77,31327539.42,142000587.44,181396667.75,264059737.06,569911351.85
e_1,3673.47,10128.78,9035.2,6711.88,9813.07,36655.75,6382640.45,20712374.82,20696503.91,18177511.09,43906334.34,53378203.34,174233386.17,202177327.96,297369275.7,526350099.59
c_1,3420.3,3006.77,20643.82,7101.31,22104.31,51477.41,6529192.03,10725662.12,11768348.44,16369150.69,22836792.52,50907251.56,154963914.94,308232310.81,209631180.28,458770281.77
d_1,4260.31,3754.41,5405.33,24269.0,10560.98,36549.38,7046589.4,8060403.33,40384704.62,18350703.7,43464538.5,50995801.85,181922728.46,272321700.95,292355312.71,615166215.87
b_1,3199.66,3561.82,6473.69,7626.92,38773.68,94389.05,6725603.12,10319249.33,20360605.21,17015872.1,21025568.56,51781939.87,141688991.19,286358948.1,180973206.44,564263377.58
a_1,3728.48,3159.67,6845.0,8606.67,10801.26,206521.31,8041414.82,11672634.09,22901352.16,22983110.34,42139998.87,65767234.01,156238716.76,295201675.11,179674193.01,581974023.49
h_1,4928.07,4166.9,7180.15,9877.3,11670.31,39270.98,15476122.38,11271386.1,21593266.25,27913702.08,43031626.05,60466386.37,122231691.28,326845978.42,334371900.93,820877027.59
d_0,3428.3,4103.49,13455.17,5408.17,14641.76,41757.64,7638764.3,19362742.35,19387337.46,19764370.61,38493224.62,61617169.71,175708913.01,339650606.66,324054172.98,641962451.17
c_0,4089.31,4175.98,6552.04,10220.63,9661.24,47722.87,8825223.89,12823617.55,40629307.35,22799801.18,86810038.12,60024930.51,187681256.6,317979206.0,362559952.43,792144336.3
g_1,3523.97,3966.18,7976.58,12606.29,10218.57,45788.41,7081271.65,11460985.07,24392308.18,51308244.66,38112243.3,83826333.42,169351189.71,365252227.66,310179029.11,403993611.51
b_0,4757.57,4438.39,8799.64,8600.27,7614.89,30093.55,8732426.78,13642820.81,25042608.16,23589117.03,81429200.96,56460743.57,220199065.75,334206298.21,768785201.03,711342728.23
f_0,3180.32,3118.26,9041.34,10167.06,13293.72,49373.45,7683650.68,13960335.45,25103962.99,22027727.18,47364575.71,118132452.56,160565753.91,714445152.98,377821214.24,724913225.64
h_0,5291.97,3830.76,7954.39,8829.19,10926.44,46976.03,5863801.93,12893426.42,24299836.52,28563814.08,47972776.74,54161775.46,133228952.69,275494380.96,319599481.57,885119023.66
e_0,3464.37,3119.28,8585.9,10391.01,15034.44,48027.21,7628314.56,11723917.79,24920135.76,20718254.85,38522470.93,69782428.46,161687276.66,667913702.67,356204771.03,798592022.76
a_0,4500.98,3954.58,8033.59,9203.8,13484.11,22453.05,7746702.71,15610995.63,27667042.49,17535604.66,51352437.82,58605670.91,215737409.36,391492015.05,756385439.72,700885602.82
g_0,3565.04,3618.33,7264.99,14705.68,11603.51,43257.45,7278495.4,10587313.31,26698423.15,17828842.2,47590781.97,89638369.64,152803360.36,376155789.39,343646269.49,483411159.08
