,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,11400.65,8698.4,6322.17,9036.6,15053.45,64203.45,3981341.58,23421925.76,15198531.93,19519541.7,46746946.3,50287477.22,196801027.01,190105103.16,355185005.6,227980734.73
e_1,5766.58,12229.86,5703.14,11743.73,15627.26,73914.36,4548282.78,34731917.65,17338540.19,22105214.98,51358352.94,75942585.92,193737645.01,196957996.66,371153897.48,220568866.04
d_1,5143.8,5675.39,16695.79,7373.14,15091.36,82820.7,4373958.45,15825033.3,18008925.17,38805214.48,59541266.36,80988568.03,234573491.64,201214976.3,414537138.22,319117158.08
c_1,5087.15,5203.28,7168.87,21177.08,27429.88,89215.87,3936580.11,17690988.98,18624165.42,15143289.78,31327267.6,69687773.49,225173253.6,168849674.0,353950796.87,251852266.91
b_1,4927.64,4999.0,6890.43,10485.41,44085.04,157557.81,4218679.91,20118740.41,17148524.88,20993609.3,36507169.3,67532274.2,186652564.44,146392622.24,393924980.29,264170765.75
a_1,5610.7,5444.14,7020.25,9356.45,14890.97,310665.23,5004346.73,23991813.45,20035270.09,24849535.27,59810639.06,71473232.8,212966243.34,175678447.04,390515225.99,290068585.98
h_1,6893.53,5788.28,8005.99,9231.84,16712.14,81667.69,7836469.53,21418155.85,24292150.53,21286942.53,51307652.1,72685094.52,188959944.39,190934433.46,532057019.46,313770542.18
d_0,5741.28,5492.51,5748.06,15664.57,20083.71,70245.89,4826364.97,31232310.54,16824585.8,17934057.96,47198376.86,73327054.02,215465482.97,198315159.95,424615774.01,326366289.19
g_1,5523.76,5711.29,11128.74,8475.2,15736.32,84132.08,4416806.08,17896642.64,38556342.46,23511076.96,48168187.24,114550848.61,215048845.86,203963331.79,304929311.64,309696720.98
c_0,6294.49,6544.47,8586.36,7893.0,13005.59,74931.33,5015384.88,24413430.02,19530518.68,37523487.97,99510498.01,78869218.21,234546171.46,297220007.9,476107604.29,343483042.17
b_0,6098.15,6325.18,8831.66,8947.19,12228.83,63366.26,5528118.3,24329181.1,20488742.42,28923033.88,86216272.79,83257261.52,254832231.86,411559488.72,448879064.05,346551995.78
f_0,4928.05,4977.8,8176.18,9769.54,20994.52,84015.92,5293184.52,24708672.99,22266858.13,25403092.62,59373340.43,120956206.71,235875075.31,209660945.16,377833019.67,624200845.14
h_0,6883.14,5695.66,7815.72,9698.46,18628.2,76944.96,3541914.94,19004293.28,26167148.06,20963115.07,50898657.84,75475979.75,205842173.31,194049540.4,485540023.76,300604252.47
a_0,6015.18,5588.92,8221.08,10723.77,18111.16,71754.75,5533989.9,23914335.43,20254158.85,23801773.65,53439726.52,73869507.13,237092699.98,367055536.07,422369632.87,291159069.38
g_0,4876.11,5582.06,10193.41,10038.73,17743.04,96349.62,4424167.88,20152692.0,17529440.94,25059210.72,55687853.88,102610644.03,235711553.73,195772657.9,318010111.6,357543556.66
e_0,6205.42,4575.04,8835.85,9133.29,18905.04,87530.17,5235887.25,19567277.55,23370083.9,23917117.84,63324499.8,82762190.41,275110770.5,230296098.54,415395171.88,654639467.5
