,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.25,0.27,0.15,0.24,0.19,0.17,0.38,0.37,0.96,0.35,0.53,0.48,0.64,0.32,0.11,0.5
f_1,0.43,2.3,0.22,0.18,0.2,0.15,0.4,0.34,0.55,0.54,0.45,0.07,0.52,0.42,0.23,0.39
d_1,0.19,0.26,2.35,0.19,0.25,0.18,0.4,0.35,0.09,0.88,0.53,0.43,0.65,0.37,0.41,0.5
c_1,0.2,0.2,0.28,2.36,0.4,0.13,0.44,0.34,0.42,0.06,0.35,0.5,0.51,0.35,0.36,0.51
b_1,0.2,0.21,0.26,0.19,2.52,0.37,0.35,0.45,0.48,0.49,0.06,0.45,0.49,0.28,0.28,0.43
a_1,0.25,0.22,0.22,0.32,0.16,3.02,0.46,0.34,0.52,0.33,0.33,0.48,0.65,0.07,0.29,0.43
h_1,0.41,0.51,0.37,0.38,0.41,0.2,2.95,0.76,0.67,0.72,0.79,0.54,0.32,0.69,0.67,0.94
g_1,0.31,0.36,0.64,0.43,0.32,0.23,0.45,3.1,0.65,0.83,0.61,1.43,0.89,0.62,0.77,0.42
d_0,0.48,0.4,0.12,0.84,0.21,0.29,0.8,0.58,2.14,0.73,0.9,0.86,1.06,0.71,0.8,0.96
c_0,0.45,0.45,0.49,0.16,0.28,0.27,0.76,0.61,0.89,2.35,1.38,1.0,1.22,0.83,0.91,1.27
b_0,0.48,0.44,0.5,0.43,0.06,0.19,0.69,0.71,0.96,0.78,2.51,0.88,1.11,1.44,0.72,1.1
f_0,0.44,0.16,0.5,0.43,0.36,0.29,0.52,0.75,0.72,0.79,0.9,2.45,1.28,0.68,1.83,1.01
h_0,0.34,0.71,0.3,0.41,0.3,0.35,0.21,0.82,0.65,0.67,0.83,0.93,0.52,0.8,0.65,1.09
a_0,0.45,0.42,0.45,0.48,0.32,0.1,0.66,0.68,0.88,0.9,0.89,0.9,1.21,2.78,0.68,1.11
e_0,0.18,0.45,0.44,0.46,0.35,0.31,0.89,0.52,1.02,1.05,1.35,0.68,1.05,0.83,3.02,1.07
g_0,0.35,0.36,0.64,0.36,0.32,0.34,0.64,0.33,0.66,0.77,0.94,1.26,1.11,0.83,0.69,0.33
